,datetime,year,month,day,holiday,temp,tempmax,tempmin,humidity,precip,snowdepth,solarenergy,weather,dew,precipcover,windspeed,solarradiation,pothole
735,2013-01-05,2013,1,5,1,-0.6,3.2,-5.7,78.2,0.54,0.0,6.8,5,-4.1,16.67,26.5,78.5,10.0
736,2013-01-06,2013,1,6,1,-1.4,2.6,-5.4,74.8,0.0,0.0,5.9,2,-5.3,0.0,27.7,68.3,11.0
737,2013-01-07,2013,1,7,0,-1.9,4.3,-7.5,71.2,0.0,0.0,9.5,2,-6.7,0.0,33.9,112.0,190.0
738,2013-01-08,2013,1,8,0,1.1,5.4,-2.7,70.1,0.0,0.0,4.7,2,-3.9,0.0,23.4,53.7,237.0
739,2013-01-09,2013,1,9,0,4.6,10.2,0.1,55.3,0.0,0.0,9.5,2,-4.3,0.0,39.1,109.9,263.0
740,2013-01-10,2013,1,10,0,2.1,7.4,-3.6,69.6,11.27,0.0,5.4,5,-3.3,29.17,22.2,62.9,280.0
741,2013-01-11,2013,1,11,0,10.0,11.7,5.9,90.1,8.91,0.0,4.4,5,8.4,41.67,27.3,52.3,234.0
742,2013-01-12,2013,1,12,1,6.7,11.6,-0.4,73.2,0.84,0.0,6.3,5,2.2,12.5,27.9,71.4,11.0
743,2013-01-13,2013,1,13,1,-4.1,-0.4,-9.2,80.4,1.84,0.0,2.6,6,-7.0,12.5,28.7,30.4,5.0
744,2013-01-14,2013,1,14,0,-7.7,-3.5,-11.0,65.2,0.0,0.0,8.2,2,-13.2,0.0,23.1,95.0,118.0
745,2013-01-15,2013,1,15,0,-5.0,-0.8,-9.2,62.6,0.28,0.0,9.3,6,-11.3,12.5,9.1,109.8,222.0
746,2013-01-16,2013,1,16,0,-2.2,2.5,-7.9,67.2,0.0,0.0,10.1,2,-7.7,0.0,36.0,117.5,216.0
747,2013-01-17,2013,1,17,0,-2.8,-0.1,-5.9,55.0,0.0,0.0,10.6,1,-11.1,0.0,23.8,122.8,255.0
748,2013-01-18,2013,1,18,0,-0.4,5.4,-6.4,64.7,0.0,0.0,6.5,2,-6.4,0.0,40.6,77.7,164.0
749,2013-01-19,2013,1,19,1,5.3,8.0,1.1,61.1,0.0,0.0,7.0,2,-1.7,0.0,43.6,80.9,3.0
750,2013-01-20,2013,1,20,1,-7.6,-2.2,-10.2,46.5,0.0,0.0,6.7,2,-17.1,0.0,42.2,77.1,20.0
751,2013-01-21,2013,1,21,1,-12.1,-9.3,-15.1,49.6,0.0,0.0,8.2,2,-20.6,0.0,32.9,95.4,7.0
752,2013-01-22,2013,1,22,0,-14.4,-11.8,-18.2,52.2,0.0,0.0,11.0,2,-22.2,0.0,24.1,127.2,202.0
753,2013-01-23,2013,1,23,0,-9.3,-6.5,-12.2,58.4,0.0,0.0,4.8,3,-16.0,0.0,31.9,54.2,158.0
754,2013-01-24,2013,1,24,0,-9.9,-6.0,-14.4,53.7,0.0,0.0,6.9,2,-17.8,0.0,26.5,80.9,231.0
755,2013-01-25,2013,1,25,0,-5.1,-2.2,-7.3,66.1,0.72,3.0,6.3,6,-10.6,12.5,28.1,71.7,295.0
756,2013-01-26,2013,1,26,1,-5.9,-2.4,-10.8,58.3,0.2,3.0,10.9,6,-13.0,12.5,23.1,125.9,8.0
757,2013-01-27,2013,1,27,1,-1.6,1.6,-4.2,73.9,5.39,0.0,4.0,5,-5.7,29.17,34.0,45.8,6.0
758,2013-01-28,2013,1,28,0,6.6,9.6,3.0,90.3,1.99,0.0,9.9,5,5.1,41.67,25.4,112.9,343.0
759,2013-01-29,2013,1,29,0,13.4,16.4,4.1,91.3,27.1,0.0,3.3,5,12.0,91.67,33.4,38.1,299.0
760,2013-01-30,2013,1,30,0,1.8,10.0,-5.4,88.9,9.52,0.0,3.4,5,0.2,95.83,36.3,40.1,249.0
761,2013-01-31,2013,1,31,0,-9.4,-6.0,-14.1,66.6,0.0,0.0,4.9,3,-14.5,0.0,32.8,58.0,310.0
762,2013-02-01,2013,2,1,0,-13.5,-9.6,-17.2,64.5,0.07,0.0,9.7,6,-18.8,4.17,29.1,113.3,125.0
763,2013-02-02,2013,2,2,1,-8.4,-5.0,-12.4,75.8,1.73,4.1,4.8,6,-12.0,41.67,17.5,54.6,22.0
764,2013-02-03,2013,2,3,1,-8.5,-5.9,-12.2,69.6,0.1,3.4,8.7,6,-13.1,8.33,27.8,101.6,17.0
765,2013-02-04,2013,2,4,0,-4.6,-2.1,-7.8,81.9,2.47,5.5,7.8,6,-7.2,33.33,22.5,90.1,207.0
766,2013-02-05,2013,2,5,0,-4.6,-0.9,-11.2,77.6,0.39,5.8,5.3,6,-8.0,8.33,25.9,62.4,202.0
767,2013-02-06,2013,2,6,0,-1.3,2.5,-8.4,69.0,0.94,5.2,12.7,5,-6.3,20.83,16.1,146.7,159.0
768,2013-02-07,2013,2,7,0,0.9,1.5,0.4,85.6,17.37,3.7,5.5,5,-1.3,83.33,20.7,64.0,204.0
769,2013-02-08,2013,2,8,0,-2.3,1.0,-3.5,81.4,0.26,3.9,9.7,5,-5.1,12.5,30.2,112.3,240.0
770,2013-02-09,2013,2,9,1,-1.3,0.9,-3.5,72.7,1.23,4.2,13.8,5,-5.6,37.5,24.1,160.2,51.0
771,2013-02-10,2013,2,10,1,4.5,9.3,0.1,82.3,6.73,4.1,2.9,5,1.7,50.0,34.9,33.0,46.0
772,2013-02-11,2013,2,11,0,1.4,7.6,-1.4,64.8,0.0,0.0,7.0,4,-4.5,0.0,51.4,80.9,436.0
773,2013-02-12,2013,2,12,0,-2.7,-1.4,-3.8,71.3,0.0,0.0,13.0,2,-7.2,0.0,25.4,149.9,249.0
774,2013-02-13,2013,2,13,0,0.6,6.8,-5.1,73.7,0.0,0.0,14.0,2,-3.8,0.0,21.0,162.3,305.0
775,2013-02-14,2013,2,14,0,2.8,3.8,0.8,66.8,0.0,0.0,10.3,3,-2.9,0.0,32.4,120.9,248.0
776,2013-02-15,2013,2,15,0,-1.9,0.8,-5.9,53.2,0.0,0.0,13.7,2,-10.4,0.0,24.5,160.7,332.0
777,2013-02-16,2013,2,16,1,-8.3,-6.3,-10.9,52.6,0.0,0.0,10.4,2,-16.4,0.0,23.2,122.6,39.0
778,2013-02-17,2013,2,17,1,-6.5,-1.4,-12.2,47.4,0.0,0.0,15.5,2,-16.4,0.0,17.0,179.7,30.0
779,2013-02-18,2013,2,18,1,4.8,11.1,-2.1,65.3,6.16,0.0,10.0,5,-1.3,25.0,44.4,115.1,181.0
780,2013-02-19,2013,2,19,0,-8.1,-0.3,-11.0,68.5,0.0,0.0,6.3,3,-12.9,0.0,39.4,74.1,290.0
781,2013-02-20,2013,2,20,0,-8.6,-4.1,-13.0,59.6,0.0,0.0,15.2,2,-15.1,0.0,22.2,176.1,354.0
782,2013-02-21,2013,2,21,0,-3.5,-1.2,-6.6,69.9,0.1,0.0,8.7,6,-8.2,4.17,36.8,100.7,330.0
783,2013-02-22,2013,2,22,0,-1.9,1.5,-4.2,83.5,3.57,6.4,8.2,5,-4.4,45.83,26.1,93.1,173.0
784,2013-02-23,2013,2,23,1,-3.3,-2.1,-4.4,71.4,0.04,5.6,10.1,6,-7.7,4.17,25.1,117.9,56.0
785,2013-02-24,2013,2,24,1,-2.3,3.6,-8.2,65.9,0.04,4.9,16.2,5,-8.1,4.17,15.3,186.3,43.0
786,2013-02-25,2013,2,25,0,0.5,5.3,-5.2,67.9,0.0,4.2,15.7,2,-5.0,0.0,18.3,183.0,249.0
787,2013-02-26,2013,2,26,0,1.1,2.1,0.5,80.1,8.53,4.6,5.4,5,-2.1,45.83,37.0,63.5,254.0
788,2013-02-27,2013,2,27,0,0.9,1.1,0.7,89.4,3.76,6.2,5.2,5,-0.7,91.67,22.6,60.9,222.0
789,2013-02-28,2013,2,28,0,0.5,1.8,-2.0,80.0,0.89,4.7,9.7,5,-2.6,54.17,31.5,111.9,321.0
790,2013-03-01,2013,3,1,0,-2.4,-1.2,-3.3,76.7,0.14,4.2,9.9,6,-6.0,8.33,27.8,113.5,267.0
791,2013-03-02,2013,3,2,1,-3.1,-0.5,-6.5,67.3,0.04,5.2,13.0,6,-8.5,4.17,24.9,150.3,96.0
792,2013-03-03,2013,3,3,1,-4.1,1.4,-8.7,57.9,0.0,5.2,18.3,2,-11.6,0.0,16.9,210.4,55.0
793,2013-03-04,2013,3,4,0,-2.1,1.0,-6.5,68.1,0.0,8.0,8.9,2,-7.3,0.0,23.3,101.7,111.0
794,2013-03-05,2013,3,5,0,-0.4,0.8,-1.8,86.6,7.76,10.0,4.8,5,-2.4,66.67,27.4,56.1,188.0
795,2013-03-06,2013,3,6,0,-0.4,1.1,-2.2,78.8,0.55,19.3,11.7,5,-3.7,37.5,28.7,135.8,199.0
796,2013-03-07,2013,3,7,0,0.6,3.8,-1.6,67.0,0.5,15.9,18.6,5,-5.1,16.67,13.9,212.7,441.0
797,2013-03-08,2013,3,8,0,0.6,4.1,-3.9,68.8,0.0,11.0,18.5,2,-4.8,0.0,16.5,214.6,320.0
798,2013-03-09,2013,3,9,1,3.3,7.0,-0.3,66.8,0.71,7.7,9.0,5,-2.4,12.5,25.9,102.3,96.0
799,2013-03-10,2013,3,10,1,8.3,11.2,5.5,82.6,22.32,5.9,6.0,5,5.4,70.83,26.7,73.2,101.0
800,2013-03-11,2013,3,11,0,4.4,9.5,0.8,92.7,1.91,0.0,7.3,5,3.3,50.0,23.8,85.1,443.0
801,2013-03-12,2013,3,12,0,0.0,1.9,-2.1,73.1,0.3,0.0,15.4,5,-4.3,20.83,31.5,176.8,429.0
802,2013-03-13,2013,3,13,0,-2.2,0.7,-5.1,54.7,0.04,0.0,16.9,5,-10.5,4.17,30.4,196.0,283.0
803,2013-03-14,2013,3,14,0,-1.2,2.1,-5.1,67.5,0.0,0.0,12.2,2,-6.6,0.0,17.3,140.5,296.0
804,2013-03-15,2013,3,15,0,1.9,5.7,-0.7,84.7,4.21,0.0,6.9,5,-0.4,25.0,18.7,81.6,323.0
805,2013-03-16,2013,3,16,1,0.3,1.9,-0.9,82.2,0.0,0.0,15.2,3,-2.4,0.0,27.0,176.1,99.0
806,2013-03-17,2013,3,17,1,-0.3,1.8,-2.6,60.7,0.0,0.0,15.9,3,-6.9,0.0,30.8,184.0,93.0
807,2013-03-18,2013,3,18,0,-0.6,1.7,-4.5,79.2,1.13,0.0,6.3,5,-3.9,50.0,41.9,73.3,445.0
808,2013-03-19,2013,3,19,0,-3.9,0.4,-7.5,55.4,0.0,0.0,20.7,2,-11.7,0.0,40.9,238.2,317.0
809,2013-03-20,2013,3,20,0,-6.3,-3.5,-9.5,52.0,0.0,0.0,16.9,2,-14.6,0.0,30.4,196.7,380.0
810,2013-03-21,2013,3,21,0,-4.5,1.0,-9.6,50.9,0.0,0.0,21.9,1,-13.3,0.0,22.4,252.6,301.0
811,2013-03-22,2013,3,22,0,-1.6,3.8,-6.8,54.4,0.0,0.0,22.1,2,-10.1,0.0,13.7,256.9,263.0
812,2013-03-23,2013,3,23,1,0.4,4.0,-3.3,62.3,0.0,0.0,21.7,2,-6.2,0.0,21.5,249.9,60.0
813,2013-03-24,2013,3,24,1,1.2,2.2,0.0,67.9,0.07,0.0,12.1,5,-4.1,4.17,39.5,139.6,51.0
814,2013-03-25,2013,3,25,0,1.3,2.6,0.3,66.8,0.0,0.0,9.0,3,-4.2,0.0,36.6,104.2,335.0
815,2013-03-26,2013,3,26,0,2.3,5.3,-0.9,57.9,0.0,0.0,15.2,2,-5.4,0.0,20.8,176.9,231.0
816,2013-03-27,2013,3,27,0,3.1,5.6,0.9,52.1,0.0,0.0,16.8,2,-6.0,0.0,16.9,197.2,318.0
817,2013-03-28,2013,3,28,0,3.6,9.7,-2.3,48.6,0.0,0.0,22.6,2,-7.1,0.0,13.9,263.5,255.0
818,2013-03-29,2013,3,29,0,5.9,11.5,0.9,44.1,0.0,0.0,23.0,2,-6.2,0.0,16.7,263.8,258.0
819,2013-03-30,2013,3,30,1,7.8,14.2,0.0,55.4,0.0,0.0,16.0,2,-1.2,0.0,29.4,185.1,72.0
820,2013-03-31,2013,3,31,1,8.9,14.4,4.1,63.6,0.0,0.0,18.4,2,1.8,0.0,35.5,211.7,76.0
821,2013-04-01,2013,4,1,0,1.8,4.5,-1.2,43.1,0.0,0.0,24.0,2,-9.8,0.0,28.7,280.4,280.0
822,2013-04-02,2013,4,2,0,1.7,6.6,-3.3,40.1,0.0,0.0,23.0,1,-11.3,0.0,25.0,268.8,308.0
823,2013-04-03,2013,4,3,0,1.4,5.2,-3.2,45.4,0.0,0.0,24.5,2,-9.6,0.0,18.7,286.2,310.0
824,2013-04-04,2013,4,4,0,6.5,14.1,-1.6,42.2,0.0,0.0,23.6,2,-6.6,0.0,21.5,272.2,163.0
825,2013-04-05,2013,4,5,0,5.2,8.7,2.6,50.6,0.0,0.0,24.0,2,-4.5,0.0,26.0,278.9,828.0
826,2013-04-06,2013,4,6,1,11.7,20.9,2.1,44.2,0.26,0.0,13.6,5,-0.9,8.33,46.0,158.4,523.0
827,2013-04-07,2013,4,7,1,9.1,14.1,4.1,66.1,1.62,0.0,22.6,5,2.9,4.17,26.8,260.5,268.0
828,2013-04-08,2013,4,8,0,11.2,18.4,5.2,72.6,9.77,0.0,16.4,5,6.3,25.0,44.6,190.0,354.0
829,2013-04-09,2013,4,9,0,6.8,12.8,4.0,85.6,4.17,0.0,11.9,5,4.4,20.83,26.8,137.9,336.0
830,2013-04-10,2013,4,10,0,4.5,5.4,3.6,92.8,11.78,0.0,7.7,5,3.4,45.83,34.2,88.8,196.0
831,2013-04-11,2013,4,11,0,6.1,8.5,3.6,96.2,16.42,0.0,5.8,5,5.6,58.33,32.4,65.4,213.0
832,2013-04-12,2013,4,12,0,4.5,7.5,2.8,76.6,0.4,0.0,17.3,5,0.6,8.33,33.8,200.3,272.0
833,2013-04-13,2013,4,13,1,4.1,6.8,1.3,62.9,0.2,0.0,19.5,5,-2.5,4.17,33.1,228.6,73.0
834,2013-04-14,2013,4,14,1,10.8,19.9,3.9,55.8,0.0,0.0,24.0,2,2.1,0.0,31.1,280.7,91.0
835,2013-04-15,2013,4,15,0,14.2,18.0,8.6,71.0,7.58,0.0,13.9,5,8.9,33.33,41.0,159.3,248.0
836,2013-04-16,2013,4,16,0,7.7,12.0,5.5,66.4,1.7,0.0,20.2,5,1.6,12.5,17.5,231.4,247.0
837,2013-04-17,2013,4,17,0,7.3,9.8,6.0,77.6,26.5,0.0,13.9,5,3.4,58.33,35.0,160.5,181.0
838,2013-04-18,2013,4,18,0,12.4,17.1,7.0,91.4,61.38,0.0,6.4,5,11.0,83.33,38.1,74.5,152.0
839,2013-04-19,2013,4,19,0,3.2,6.0,1.8,69.4,0.07,0.0,17.4,5,-1.9,4.17,46.4,200.5,266.0
840,2013-04-20,2013,4,20,1,2.8,6.8,-0.9,53.5,0.0,0.0,23.9,2,-6.2,0.0,27.0,276.4,114.0
841,2013-04-21,2013,4,21,1,6.2,11.7,0.4,45.4,0.0,0.0,23.7,2,-5.2,0.0,24.7,272.7,84.0
842,2013-04-22,2013,4,22,0,12.2,18.7,5.7,43.2,0.0,0.0,26.6,2,-0.5,0.0,22.7,305.5,296.0
843,2013-04-23,2013,4,23,0,10.3,14.7,3.4,76.4,12.18,0.0,8.1,5,6.1,66.67,23.4,96.0,249.0
844,2013-04-24,2013,4,24,0,5.8,10.3,3.1,64.8,1.1,0.0,19.5,5,-1.0,25.0,22.8,224.1,295.0
845,2013-04-25,2013,4,25,0,7.4,10.0,5.2,56.8,0.57,0.0,24.5,5,-0.9,4.17,29.1,282.0,326.0
846,2013-04-26,2013,4,26,0,11.9,18.9,3.6,51.6,0.0,0.0,21.2,2,1.9,0.0,30.8,243.9,245.0
847,2013-04-27,2013,4,27,1,13.8,19.1,7.8,58.1,0.0,0.0,20.7,2,5.0,0.0,20.3,239.1,61.0
848,2013-04-28,2013,4,28,1,13.7,17.2,11.5,76.5,1.19,0.0,17.5,5,9.5,16.67,14.7,201.0,71.0
849,2013-04-29,2013,4,29,0,17.2,23.0,11.2,65.3,0.0,0.0,21.0,2,10.1,0.0,27.6,241.9,240.0
850,2013-04-30,2013,4,30,0,22.1,29.1,16.3,55.9,0.35,0.0,25.3,5,12.3,4.17,31.7,294.2,206.0
851,2013-05-01,2013,5,1,0,23.6,28.8,17.7,49.4,0.0,0.0,27.6,2,11.7,0.0,23.3,318.1,182.0
852,2013-05-02,2013,5,2,0,10.4,21.0,6.7,67.4,0.89,0.0,15.1,5,4.5,12.5,36.4,175.5,214.0
853,2013-05-03,2013,5,3,0,6.7,9.0,4.7,86.0,0.88,0.0,8.7,5,4.5,29.17,30.2,99.8,161.0
854,2013-05-04,2013,5,4,1,14.7,21.2,9.0,63.6,0.11,0.0,10.6,5,7.3,4.17,25.8,122.2,54.0
855,2013-05-05,2013,5,5,1,14.7,20.1,9.0,54.4,0.0,0.0,20.7,2,5.3,0.0,26.2,243.3,53.0
856,2013-05-06,2013,5,6,0,15.9,20.6,12.2,43.7,0.0,0.0,19.9,2,3.1,0.0,21.1,229.8,175.0
857,2013-05-07,2013,5,7,0,16.8,23.8,9.5,44.0,0.0,0.0,27.5,2,3.8,0.0,15.5,319.4,175.0
858,2013-05-08,2013,5,8,0,18.1,24.5,10.4,48.9,0.0,0.0,27.6,2,6.3,0.0,17.9,321.6,256.0
859,2013-05-09,2013,5,9,0,17.3,23.3,10.0,60.3,10.91,0.0,11.8,5,9.1,29.17,17.7,136.1,205.0
860,2013-05-10,2013,5,10,0,7.9,9.2,6.8,86.6,2.94,0.0,6.8,5,5.8,25.0,26.7,80.3,245.0
861,2013-05-11,2013,5,11,1,10.5,14.9,7.6,63.2,0.0,0.0,21.9,2,2.9,0.0,34.0,253.0,85.0
862,2013-05-12,2013,5,12,1,7.6,12.1,3.2,49.1,0.0,0.0,29.4,2,-2.8,0.0,28.0,341.2,48.0
863,2013-05-13,2013,5,13,0,10.1,15.4,3.7,50.8,0.06,0.0,25.9,5,-0.4,4.17,20.8,299.3,151.0
864,2013-05-14,2013,5,14,0,21.3,31.6,12.8,42.9,0.0,0.0,29.0,2,7.9,0.0,28.3,336.3,188.0
865,2013-05-15,2013,5,15,0,23.6,27.5,18.6,41.6,0.0,0.0,25.1,2,9.5,0.0,27.8,290.1,184.0
866,2013-05-16,2013,5,16,0,20.1,27.2,14.3,45.9,0.0,0.0,28.3,2,7.1,0.0,21.8,325.8,157.0
867,2013-05-17,2013,5,17,0,17.0,21.4,14.4,53.2,0.0,0.0,15.8,3,7.4,0.0,19.8,182.3,122.0
868,2013-05-18,2013,5,18,1,20.0,25.8,14.4,65.5,0.0,0.0,25.7,2,13.1,0.0,17.7,296.8,51.0
869,2013-05-19,2013,5,19,1,23.6,29.9,16.1,62.2,0.0,0.0,27.8,2,15.4,0.0,28.0,320.4,38.0
870,2013-05-20,2013,5,20,0,26.9,31.8,23.2,51.9,3.21,0.0,18.9,5,15.2,4.17,39.5,218.2,131.0
871,2013-05-21,2013,5,21,0,22.3,26.9,18.1,70.6,30.94,0.0,21.4,5,16.4,25.0,31.7,249.3,129.0
872,2013-05-22,2013,5,22,0,19.9,22.0,16.1,77.6,25.2,0.0,17.3,5,15.7,54.17,24.0,197.7,165.0
873,2013-05-23,2013,5,23,0,9.9,15.8,6.5,75.4,2.65,0.0,14.1,5,5.5,33.33,43.7,163.9,158.0
874,2013-05-24,2013,5,24,0,9.2,13.0,5.4,54.6,0.0,0.0,31.8,1,0.2,0.0,24.9,368.1,146.0
875,2013-05-25,2013,5,25,1,10.6,13.9,7.5,56.2,0.0,0.0,13.7,2,2.2,0.0,14.3,159.1,41.0
876,2013-05-26,2013,5,26,1,13.5,19.2,7.6,60.3,0.17,0.0,22.6,5,5.7,12.5,17.9,261.3,16.0
877,2013-05-27,2013,5,27,1,14.7,17.2,12.7,84.6,1.94,0.0,14.8,5,12.1,29.17,19.6,173.1,28.0
878,2013-05-28,2013,5,28,0,20.1,24.1,14.5,83.8,41.42,0.0,12.8,5,17.2,50.0,25.1,150.9,190.0
879,2013-05-29,2013,5,29,0,23.1,28.5,18.3,71.2,0.43,0.0,21.1,5,17.3,8.33,24.3,244.5,111.0
880,2013-05-30,2013,5,30,0,24.8,27.9,19.6,65.6,3.1,0.0,11.0,5,17.8,16.67,32.5,127.5,126.0
881,2013-05-31,2013,5,31,0,22.0,25.6,18.1,76.5,8.12,0.0,14.3,5,17.5,16.67,27.6,165.9,124.0
882,2013-06-01,2013,6,1,1,20.7,23.6,17.9,77.8,11.72,0.0,22.0,5,16.6,29.17,30.6,254.3,37.0
883,2013-06-02,2013,6,2,1,12.6,17.7,9.0,82.2,0.31,0.0,14.2,5,9.7,12.5,24.4,162.2,24.0
884,2013-06-03,2013,6,3,0,13.2,19.2,6.0,59.5,0.0,0.0,31.8,2,4.6,0.0,20.5,368.4,180.0
885,2013-06-04,2013,6,4,0,16.1,21.2,10.6,55.3,0.0,0.0,27.7,2,6.6,0.0,20.0,320.9,139.0
886,2013-06-05,2013,6,5,0,17.1,22.5,12.8,57.0,0.1,0.0,21.4,5,8.2,4.17,20.1,249.0,179.0
887,2013-06-06,2013,6,6,0,15.0,17.6,12.5,69.1,3.45,0.0,25.7,5,9.3,50.0,22.8,295.7,91.0
888,2013-06-07,2013,6,7,0,15.5,19.9,11.7,58.6,0.44,0.0,29.8,5,6.9,4.17,22.0,344.3,109.0
889,2013-06-08,2013,6,8,1,17.1,22.8,9.8,48.1,0.0,0.0,28.8,2,5.4,0.0,18.9,334.0,25.0
890,2013-06-09,2013,6,9,1,21.5,26.6,14.4,55.5,0.0,0.0,17.8,2,11.6,0.0,25.4,207.1,40.0
891,2013-06-10,2013,6,10,0,20.4,23.3,16.9,79.8,16.51,0.0,22.8,5,16.7,50.0,13.9,263.0,136.0
892,2013-06-11,2013,6,11,0,22.7,28.0,15.9,68.4,3.86,0.0,27.8,5,16.0,16.67,17.4,322.5,158.0
893,2013-06-12,2013,6,12,0,22.8,29.2,17.8,74.9,8.89,0.0,15.9,5,18.0,25.0,26.4,184.9,148.0
894,2013-06-13,2013,6,13,0,18.9,22.0,15.4,66.5,1.46,0.0,31.1,5,12.2,8.33,27.6,358.9,108.0
895,2013-06-14,2013,6,14,0,18.0,23.9,13.9,60.5,0.0,0.0,31.1,2,10.0,0.0,19.6,359.8,104.0
896,2013-06-15,2013,6,15,1,21.2,26.7,15.6,69.6,3.23,0.0,9.4,5,15.3,20.83,19.4,111.7,18.0
897,2013-06-16,2013,6,16,1,24.7,28.3,20.9,62.9,0.0,0.0,24.1,2,16.9,0.0,29.9,278.5,15.0
898,2013-06-17,2013,6,17,0,24.8,31.0,16.7,53.1,1.82,0.0,28.0,5,13.5,12.5,33.2,324.3,145.0
899,2013-06-18,2013,6,18,0,16.6,20.6,13.6,71.7,0.2,0.0,21.1,5,11.2,4.17,27.5,243.0,131.0
900,2013-06-19,2013,6,19,0,18.8,23.6,13.3,51.0,0.0,0.0,31.4,2,7.6,0.0,16.8,364.2,118.0
901,2013-06-20,2013,6,20,0,23.2,28.9,16.1,54.6,0.0,0.0,25.0,2,13.3,0.0,20.9,290.5,175.0
902,2013-06-21,2013,6,21,0,24.0,28.7,21.3,67.3,6.92,0.0,17.8,5,17.5,16.67,29.4,204.6,109.0
903,2013-06-22,2013,6,22,1,24.1,26.7,21.7,72.7,0.63,0.0,8.7,5,18.8,16.67,22.1,101.1,18.0
904,2013-06-23,2013,6,23,1,25.0,31.0,20.4,69.8,0.04,0.0,15.2,5,18.9,4.17,26.1,179.1,23.0
905,2013-06-24,2013,6,24,0,24.0,29.6,20.6,74.0,2.98,0.0,9.9,5,18.8,8.33,25.1,114.4,140.0
906,2013-06-25,2013,6,25,0,24.8,30.1,20.8,73.4,1.14,0.0,10.9,5,19.6,25.0,25.8,126.1,98.0
907,2013-06-26,2013,6,26,0,22.9,26.2,19.9,76.8,25.21,0.0,10.1,5,18.5,37.5,24.0,117.0,120.0
908,2013-06-27,2013,6,27,0,25.1,32.1,19.1,70.6,15.46,0.0,28.4,5,18.8,8.33,26.9,328.0,98.0
909,2013-06-28,2013,6,28,0,23.7,27.7,20.5,61.3,2.72,0.0,27.4,5,15.5,16.67,28.3,316.7,83.0
910,2013-06-29,2013,6,29,1,19.3,21.5,18.2,77.5,0.0,0.0,10.2,3,15.2,0.0,29.1,117.3,20.0
911,2013-06-30,2013,6,30,1,20.5,23.8,17.5,58.7,0.0,0.0,26.3,2,11.5,0.0,36.0,305.8,19.0
912,2013-07-01,2013,7,1,0,20.2,23.8,16.4,53.4,0.0,0.0,27.5,2,10.1,0.0,34.2,319.1,99.0
913,2013-07-02,2013,7,2,0,17.9,19.2,16.5,66.0,0.0,0.0,17.3,2,11.4,0.0,25.4,201.1,75.0
914,2013-07-03,2013,7,3,0,18.7,21.5,16.5,81.1,1.31,0.0,23.5,5,15.4,16.67,11.9,272.1,85.0
915,2013-07-04,2013,7,4,1,22.3,27.7,15.6,67.1,0.0,0.0,23.1,2,15.3,0.0,22.0,267.0,12.0
916,2013-07-05,2013,7,5,0,24.4,29.6,17.5,59.8,0.0,0.0,27.2,2,15.5,0.0,19.1,315.7,73.0
917,2013-07-06,2013,7,6,1,24.6,27.8,20.8,65.8,0.0,0.0,17.5,2,17.6,0.0,14.9,203.3,32.0
918,2013-07-07,2013,7,7,1,26.2,31.0,21.3,65.8,0.0,0.0,22.9,2,19.0,0.0,19.9,266.9,16.0
919,2013-07-08,2013,7,8,0,26.0,30.4,21.7,74.8,16.94,0.0,19.1,5,21.1,29.17,27.5,219.8,104.0
920,2013-07-09,2013,7,9,0,26.7,29.3,23.6,77.6,0.57,0.0,11.2,5,22.4,12.5,30.4,130.0,77.0
921,2013-07-10,2013,7,10,0,26.1,30.1,21.1,66.2,0.0,0.0,27.4,2,19.0,0.0,21.7,316.7,86.0
922,2013-07-11,2013,7,11,0,22.5,26.7,17.8,52.7,0.0,0.0,30.4,1,11.5,0.0,20.0,352.1,111.0
923,2013-07-12,2013,7,12,0,22.5,27.6,15.4,52.6,0.0,0.0,31.1,1,11.7,0.0,17.3,359.8,110.0
924,2013-07-13,2013,7,13,1,23.9,28.0,18.3,57.1,0.0,0.0,29.7,2,14.5,0.0,19.8,342.2,17.0
925,2013-07-14,2013,7,14,1,26.3,30.7,22.6,63.4,0.0,0.0,29.0,1,18.6,0.0,19.5,336.0,16.0
926,2013-07-15,2013,7,15,0,27.3,31.5,23.3,71.1,0.96,0.0,22.0,5,21.5,20.83,21.4,253.5,99.0
927,2013-07-16,2013,7,16,0,29.1,33.1,24.4,65.9,0.2,0.0,26.4,5,21.7,4.17,18.3,305.0,94.0
928,2013-07-17,2013,7,17,0,30.0,34.0,25.4,60.1,0.0,0.0,26.9,2,21.1,0.0,21.8,312.3,108.0
929,2013-07-18,2013,7,18,0,30.3,34.9,26.1,61.9,0.0,0.0,17.0,2,21.8,0.0,23.9,199.9,82.0
930,2013-07-19,2013,7,19,0,30.7,35.6,24.4,57.3,3.24,0.0,21.8,5,20.7,12.5,36.0,250.6,50.0
931,2013-07-20,2013,7,20,1,26.2,30.4,22.4,61.8,2.1,0.0,28.5,5,17.7,20.83,19.9,329.7,23.0
932,2013-07-21,2013,7,21,1,25.5,31.3,21.4,63.0,2.2,0.0,22.9,5,17.4,16.67,26.2,264.0,19.0
933,2013-07-22,2013,7,22,0,26.4,31.4,21.9,63.3,0.04,0.0,25.9,5,18.3,4.17,19.3,302.7,59.0
934,2013-07-23,2013,7,23,0,22.6,26.7,18.6,63.0,0.28,0.0,25.8,5,15.1,8.33,35.1,299.8,104.0
935,2013-07-24,2013,7,24,0,19.3,21.9,16.5,53.4,0.0,0.0,29.8,2,9.4,0.0,21.7,346.8,49.0
