,datetime,year,month,day,holiday,temp,tempmax,tempmin,humidity,precip,snowdepth,solarenergy,weather,dew,precipcover,windspeed,solarradiation,pothole
0,2011-01-01,2011,1,1,1,-3.7,8.1,-9.2,58.9,1.38,0.0,8.3,5,-10.6,4.17,39.1,96.2,39.0
1,2011-01-02,2011,1,2,1,-7.2,-4.0,-10.8,59.2,0.0,0.0,9.4,1,-14.0,0.0,29.1,109.2,25.0
2,2011-01-03,2011,1,3,0,-1.8,2.0,-5.8,62.0,0.0,0.0,7.6,2,-8.3,0.0,19.3,88.0,253.0
3,2011-01-04,2011,1,4,0,-5.0,-0.6,-9.2,66.7,0.0,0.0,9.1,2,-10.3,0.0,23.5,106.5,303.0
4,2011-01-05,2011,1,5,0,-5.8,-0.4,-11.4,66.1,0.0,0.0,6.0,2,-11.2,0.0,19.1,68.7,319.0
5,2011-01-06,2011,1,6,0,-3.9,-1.7,-7.2,61.3,0.0,0.0,6.9,2,-10.6,0.0,29.3,79.6,284.0
6,2011-01-07,2011,1,7,0,-7.6,-5.8,-9.8,63.6,0.14,0.0,5.3,6,-13.4,8.33,25.7,60.8,222.0
7,2011-01-08,2011,1,8,1,-8.8,-4.4,-12.4,62.8,0.0,0.0,5.4,2,-14.7,0.0,28.8,62.4,20.0
8,2011-01-09,2011,1,9,1,-6.6,-1.1,-12.0,60.1,0.0,0.0,8.1,2,-13.3,0.0,15.3,95.0,35.0
9,2011-01-10,2011,1,10,0,-3.2,0.1,-6.4,60.3,0.0,0.0,8.2,2,-10.1,0.0,22.2,95.0,300.0
10,2011-01-11,2011,1,11,0,-3.7,-2.8,-4.9,78.5,3.37,8.2,1.8,6,-7.0,66.67,27.6,20.0,214.0
11,2011-01-12,2011,1,12,0,-4.0,-2.3,-6.1,70.7,0.0,8.7,5.0,3,-8.6,0.0,28.7,57.5,208.0
12,2011-01-13,2011,1,13,0,-5.9,-4.2,-8.9,74.8,0.0,6.3,4.0,3,-9.7,0.0,16.9,46.9,200.0
13,2011-01-14,2011,1,14,0,-6.0,-3.3,-8.3,74.1,0.0,5.0,6.6,3,-9.9,0.0,16.2,76.7,220.0
14,2011-01-15,2011,1,15,1,-5.2,-3.5,-7.9,68.9,0.07,4.6,5.7,6,-10.1,4.17,26.1,68.0,23.0
15,2011-01-16,2011,1,16,1,-8.1,-5.3,-12.6,70.3,0.0,3.9,6.6,2,-12.5,0.0,14.1,77.6,35.0
16,2011-01-17,2011,1,17,1,-3.0,1.3,-7.1,76.7,2.93,5.0,3.8,5,-6.6,50.0,27.2,43.2,31.0
17,2011-01-18,2011,1,18,0,-1.8,1.1,-5.0,85.0,1.79,3.5,4.9,5,-4.0,29.17,29.4,57.7,187.0
18,2011-01-19,2011,1,19,0,-6.5,-4.2,-8.5,68.6,0.0,3.5,6.3,2,-11.4,0.0,19.5,73.3,205.0
19,2011-01-20,2011,1,20,0,-8.5,-6.2,-13.1,66.0,0.0,3.4,3.4,2,-13.8,0.0,26.3,41.9,287.0
20,2011-01-21,2011,1,21,0,-15.5,-12.6,-18.7,56.7,0.0,3.0,9.8,2,-22.3,0.0,32.0,114.3,233.0
21,2011-01-22,2011,1,22,1,-11.4,-7.5,-13.9,67.7,0.07,3.7,5.3,6,-16.2,4.17,21.8,61.4,47.0
22,2011-01-23,2011,1,23,1,-10.2,-6.3,-14.1,57.1,0.0,3.9,7.7,2,-17.3,0.0,21.9,89.0,43.0
23,2011-01-24,2011,1,24,0,-5.7,-2.2,-9.0,82.3,0.28,4.6,5.9,6,-8.3,16.67,20.0,70.1,192.0
24,2011-01-25,2011,1,25,0,-3.1,-1.1,-5.9,82.8,0.0,3.5,8.7,3,-5.6,0.0,14.4,100.4,249.0
25,2011-01-26,2011,1,26,0,-4.4,-1.9,-7.1,79.1,0.0,3.5,7.7,3,-7.5,0.0,15.9,88.3,268.0
26,2011-01-27,2011,1,27,0,-5.4,-3.4,-8.0,80.8,0.59,3.9,3.5,6,-8.2,16.67,21.2,40.3,193.0
27,2011-01-28,2011,1,28,0,-3.3,-0.3,-7.5,72.9,0.0,5.0,10.6,2,-7.5,0.0,22.1,122.5,182.0
28,2011-01-29,2011,1,29,1,-0.8,1.3,-3.0,75.2,0.0,4.2,11.2,3,-4.7,0.0,26.1,129.4,50.0
29,2011-01-30,2011,1,30,1,-1.5,-0.9,-2.4,75.3,0.0,3.5,8.6,3,-5.4,0.0,22.4,97.5,39.0
30,2011-01-31,2011,1,31,0,-5.0,-3.0,-6.8,66.5,0.75,3.5,5.7,6,-10.3,12.5,29.1,67.6,249.0
31,2011-02-01,2011,2,1,0,-5.7,-4.4,-6.8,81.5,7.43,8.0,4.0,6,-8.4,54.17,58.1,47.7,162.0
32,2011-02-02,2011,2,2,0,-6.6,-4.4,-11.2,73.2,10.74,44.9,5.6,6,-10.8,79.17,57.1,64.2,6.0
33,2011-02-03,2011,2,3,0,-13.0,-8.4,-18.1,56.8,3.22,48.9,12.9,6,-20.1,79.17,28.3,148.6,13.0
34,2011-02-04,2011,2,4,0,-8.7,-3.2,-13.9,50.7,0.36,46.0,13.1,6,-17.1,25.0,23.4,153.1,55.0
35,2011-02-05,2011,2,5,1,-6.5,-1.8,-11.8,63.2,0.0,44.1,8.3,2,-12.5,0.0,17.5,95.4,13.0
36,2011-02-06,2011,2,6,1,-1.7,-0.2,-4.0,84.5,3.14,42.1,6.7,6,-3.9,45.83,14.4,77.2,12.0
37,2011-02-07,2011,2,7,0,-3.2,-0.4,-5.4,75.8,1.36,46.5,9.5,6,-6.9,20.83,15.7,111.5,160.0
38,2011-02-08,2011,2,8,0,-10.8,-5.1,-16.1,64.0,0.0,51.3,10.6,2,-16.4,0.0,29.4,122.7,158.0
39,2011-02-09,2011,2,9,0,-14.8,-11.2,-17.2,58.3,0.0,48.0,12.0,2,-21.2,0.0,22.2,139.5,96.0
40,2011-02-10,2011,2,10,0,-14.5,-9.2,-21.0,62.5,0.0,46.0,13.7,1,-20.3,0.0,25.5,159.4,142.0
41,2011-02-11,2011,2,11,0,-7.3,-1.3,-12.7,68.7,0.0,44.5,8.3,3,-12.1,0.0,24.2,95.6,177.0
42,2011-02-12,2011,2,12,1,0.2,3.1,-3.2,72.2,0.0,42.5,11.6,2,-4.3,0.0,23.3,134.3,29.0
43,2011-02-13,2011,2,13,1,4.3,8.3,0.8,61.0,0.0,39.5,13.9,2,-2.7,0.0,40.0,158.6,49.0
44,2011-02-14,2011,2,14,0,3.5,5.6,-0.9,65.5,0.0,31.3,14.3,2,-2.5,0.0,34.8,164.9,356.0
45,2011-02-15,2011,2,15,0,0.5,3.9,-3.5,61.4,0.1,24.0,9.0,5,-6.3,4.17,27.8,104.0,704.0
46,2011-02-16,2011,2,16,0,6.4,10.1,3.1,73.4,0.42,19.0,9.7,5,1.9,4.17,18.3,114.9,624.0
47,2011-02-17,2011,2,17,0,11.7,13.9,9.5,78.6,0.0,9.3,6.6,3,8.1,0.0,32.5,76.8,394.0
48,2011-02-18,2011,2,18,0,6.0,12.3,1.8,52.0,0.0,0.0,15.1,2,-3.4,0.0,36.3,175.3,236.0
49,2011-02-19,2011,2,19,1,-0.7,1.5,-2.6,58.0,0.0,0.0,11.6,2,-8.2,0.0,22.3,135.1,81.0
50,2011-02-20,2011,2,20,1,0.8,2.3,-1.9,84.8,21.23,0.0,4.4,5,-1.5,66.67,25.0,51.1,63.0
51,2011-02-21,2011,2,21,1,-0.9,1.1,-3.3,88.2,2.13,0.0,6.8,5,-2.6,8.33,28.1,79.0,343.0
52,2011-02-22,2011,2,22,0,-3.7,-3.0,-4.4,75.4,0.17,3.0,10.4,6,-7.5,8.33,18.7,120.9,301.0
53,2011-02-23,2011,2,23,0,-1.8,1.0,-4.2,77.9,2.21,0.0,14.6,5,-5.2,8.33,21.5,169.6,550.0
54,2011-02-24,2011,2,24,0,1.2,2.8,0.5,75.9,0.0,0.0,10.1,3,-2.7,0.0,35.0,114.8,386.0
55,2011-02-25,2011,2,25,0,-0.2,1.8,-1.2,70.7,0.57,0.0,13.1,5,-5.0,16.67,30.2,151.2,385.0
56,2011-02-26,2011,2,26,1,-1.8,0.4,-3.4,85.7,1.89,3.0,5.6,5,-3.9,54.17,13.8,64.7,141.0
57,2011-02-27,2011,2,27,1,0.1,2.7,-3.0,81.1,5.39,3.0,9.2,5,-2.8,20.83,26.7,106.1,100.0
58,2011-02-28,2011,2,28,0,-0.5,2.9,-2.6,70.1,2.84,0.0,16.2,5,-5.5,16.67,27.4,187.3,447.0
59,2011-03-01,2011,3,1,0,1.3,6.5,-4.4,69.5,0.0,0.0,17.2,2,-3.8,0.0,28.0,198.7,458.0
60,2011-03-02,2011,3,2,0,-1.2,2.9,-3.5,62.1,0.0,0.0,17.6,2,-7.7,0.0,23.6,205.7,594.0
61,2011-03-03,2011,3,3,0,2.3,7.1,-3.3,54.6,0.0,0.0,7.3,2,-6.3,0.0,29.2,85.2,435.0
62,2011-03-04,2011,3,4,0,6.5,13.1,2.0,75.0,17.54,0.0,5.9,5,2.2,54.17,27.7,70.9,410.0
63,2011-03-05,2011,3,5,1,0.0,2.0,-2.8,85.2,1.93,3.0,8.5,5,-2.2,37.5,35.7,97.2,118.0
64,2011-03-06,2011,3,6,1,-1.7,0.2,-2.4,74.5,0.0,3.0,18.1,3,-5.6,0.0,26.2,210.2,130.0
65,2011-03-07,2011,3,7,0,-0.7,1.2,-3.5,78.7,0.0,0.0,13.9,3,-3.9,0.0,16.7,159.8,232.0
66,2011-03-08,2011,3,8,0,3.7,7.0,0.5,72.0,0.0,0.0,9.9,3,-1.1,0.0,25.0,115.5,553.0
67,2011-03-09,2011,3,9,0,5.0,8.2,1.5,92.0,9.63,0.0,8.0,5,3.8,50.0,23.0,92.4,727.0
68,2011-03-10,2011,3,10,0,1.0,2.7,-0.6,73.9,0.2,0.0,10.4,5,-3.1,4.17,26.5,120.4,898.0
69,2011-03-11,2011,3,11,0,3.5,8.1,-2.0,57.6,0.0,0.0,18.7,2,-4.5,0.0,20.3,215.6,547.0
70,2011-03-12,2011,3,12,1,3.2,6.6,-1.2,70.2,0.0,0.0,18.1,2,-1.7,0.0,35.1,208.9,125.0
71,2011-03-13,2011,3,13,1,0.0,4.1,-3.9,71.6,0.0,0.0,14.4,2,-4.6,0.0,20.0,173.8,84.0
72,2011-03-14,2011,3,14,0,1.4,5.4,-1.5,72.5,0.0,0.0,11.5,2,-3.2,0.0,20.0,133.4,426.0
73,2011-03-15,2011,3,15,0,2.3,3.6,0.5,71.3,0.0,0.0,7.8,3,-2.4,0.0,17.5,89.7,613.0
74,2011-03-16,2011,3,16,0,8.4,16.0,0.6,64.4,0.0,0.0,19.0,2,1.3,0.0,20.1,220.6,580.0
75,2011-03-17,2011,3,17,0,14.7,19.7,9.1,67.1,0.0,0.0,14.4,2,8.6,0.0,32.8,167.4,576.0
76,2011-03-18,2011,3,18,0,8.9,14.4,4.6,62.4,0.0,0.0,17.8,2,1.9,0.0,20.0,205.4,515.0
77,2011-03-19,2011,3,19,1,4.4,8.8,1.0,66.4,0.0,0.0,20.1,2,-1.5,0.0,19.0,230.7,97.0
78,2011-03-20,2011,3,20,1,7.6,12.7,4.0,68.2,8.34,0.0,9.1,5,1.9,33.33,26.3,106.5,73.0
79,2011-03-21,2011,3,21,0,9.7,14.3,5.7,80.5,1.42,0.0,11.8,5,6.3,4.17,21.0,135.9,443.0
80,2011-03-22,2011,3,22,0,4.9,5.9,3.8,87.3,6.21,0.0,6.6,5,2.9,50.0,34.7,75.8,479.0
81,2011-03-23,2011,3,23,0,3.3,6.7,-0.6,89.9,4.13,0.0,10.9,5,1.8,37.5,31.8,127.2,410.0
82,2011-03-24,2011,3,24,0,-1.0,1.3,-2.2,69.0,0.2,0.0,20.9,5,-6.2,8.33,29.1,240.7,557.0
83,2011-03-25,2011,3,25,0,-1.4,0.8,-3.4,63.1,0.0,0.0,16.0,2,-7.7,0.0,22.1,186.8,444.0
84,2011-03-26,2011,3,26,1,-1.8,0.1,-3.4,54.9,0.0,0.0,16.6,2,-9.7,0.0,28.3,192.3,78.0
85,2011-03-27,2011,3,27,1,-1.2,1.0,-3.0,52.1,0.0,0.0,22.5,2,-9.8,0.0,26.2,261.5,71.0
86,2011-03-28,2011,3,28,0,-1.3,1.7,-4.8,57.0,0.0,0.0,23.2,2,-9.0,0.0,21.0,268.4,429.0
87,2011-03-29,2011,3,29,0,0.9,4.5,-2.3,52.0,0.0,0.0,19.4,2,-8.2,0.0,18.8,227.4,290.0
88,2011-03-30,2011,3,30,0,3.1,6.8,0.3,53.0,0.0,0.0,20.9,2,-5.9,0.0,17.7,241.0,439.0
89,2011-03-31,2011,3,31,0,2.2,7.2,-3.3,56.6,0.0,0.0,19.5,2,-6.5,0.0,17.9,225.9,329.0
90,2011-04-01,2011,4,1,0,3.3,7.0,-0.4,69.4,3.67,0.0,9.2,5,-2.1,25.0,21.2,105.1,189.0
91,2011-04-02,2011,4,2,1,6.8,11.8,2.9,62.3,0.0,0.0,20.8,2,-0.5,0.0,30.6,239.0,82.0
92,2011-04-03,2011,4,3,1,13.7,23.1,4.3,54.2,0.38,0.0,14.1,5,4.3,4.17,37.2,162.9,58.0
93,2011-04-04,2011,4,4,0,10.5,20.5,5.5,69.7,4.24,0.0,8.5,5,5.0,20.83,34.2,98.3,314.0
94,2011-04-05,2011,4,5,0,6.4,11.0,1.5,49.3,0.0,0.0,23.6,2,-3.8,0.0,27.9,273.8,437.0
95,2011-04-06,2011,4,6,0,9.4,13.8,6.4,57.7,0.0,0.0,11.9,2,1.2,0.0,25.3,137.8,340.0
96,2011-04-07,2011,4,7,0,5.6,7.3,4.2,86.9,6.16,0.0,10.6,5,3.6,12.5,17.2,123.0,316.0
97,2011-04-08,2011,4,8,0,6.6,7.7,5.5,94.0,13.55,0.0,10.5,5,5.7,54.17,23.4,121.1,309.0
98,2011-04-09,2011,4,9,1,11.2,16.9,7.4,81.4,0.0,0.0,15.2,2,8.0,0.0,17.9,176.2,87.0
99,2011-04-10,2011,4,10,1,23.0,28.2,15.9,66.5,0.0,0.0,20.2,2,16.2,0.0,41.4,235.7,36.0
100,2011-04-11,2011,4,11,0,14.3,23.3,8.5,60.6,1.31,0.0,10.9,5,6.7,4.17,30.2,126.2,363.0
101,2011-04-12,2011,4,12,0,8.8,13.5,5.5,49.4,0.0,0.0,25.7,1,-2.4,0.0,23.8,299.7,323.0
102,2011-04-13,2011,4,13,0,11.3,18.5,2.9,46.9,0.0,0.0,15.7,2,-0.9,0.0,15.7,180.6,285.0
103,2011-04-14,2011,4,14,0,7.6,12.5,5.4,66.7,0.0,0.0,20.8,2,1.6,0.0,35.4,238.2,180.0
104,2011-04-15,2011,4,15,0,7.3,11.0,3.7,70.9,5.41,0.0,8.1,5,2.3,33.33,41.8,94.2,156.0
105,2011-04-16,2011,4,16,1,6.8,10.2,2.0,83.3,3.77,0.0,8.9,5,4.1,50.0,38.9,102.6,66.0
106,2011-04-17,2011,4,17,1,6.3,10.5,1.8,58.9,0.0,0.0,24.9,2,-1.3,0.0,34.0,288.7,63.0
107,2011-04-18,2011,4,18,0,3.2,8.3,0.6,81.7,10.95,3.0,17.4,5,0.2,45.83,27.6,200.8,217.0
108,2011-04-19,2011,4,19,0,3.1,3.7,1.8,89.0,21.99,0.0,9.1,5,1.4,54.17,36.2,104.5,247.0
109,2011-04-20,2011,4,20,0,4.0,6.5,1.8,80.5,0.33,0.0,15.9,5,0.9,8.33,26.1,184.1,194.0
110,2011-04-21,2011,4,21,0,5.5,8.8,0.9,66.8,0.09,0.0,19.5,5,-0.5,4.17,26.4,226.9,333.0
111,2011-04-22,2011,4,22,0,6.4,9.6,4.7,92.4,17.26,0.0,6.6,5,5.3,79.17,28.4,76.2,282.0
112,2011-04-23,2011,4,23,1,12.8,17.8,8.8,73.0,0.26,0.0,20.6,5,7.5,4.17,36.3,237.7,68.0
113,2011-04-24,2011,4,24,1,10.7,12.9,8.0,68.0,0.0,0.0,19.5,3,4.9,0.0,16.5,224.5,46.0
114,2011-04-25,2011,4,25,0,9.3,12.0,7.8,76.2,2.99,0.0,8.0,5,5.2,37.5,25.4,94.2,272.0
115,2011-04-26,2011,4,26,0,14.1,18.9,9.7,82.4,18.8,0.0,18.0,5,10.9,50.0,41.1,207.2,344.0
116,2011-04-27,2011,4,27,0,11.0,12.3,7.9,81.4,6.7,0.0,12.6,5,7.9,33.33,26.0,145.5,303.0
117,2011-04-28,2011,4,28,0,6.4,7.3,4.9,73.3,0.93,0.0,18.5,5,2.0,20.83,35.6,213.3,395.0
118,2011-04-29,2011,4,29,0,9.8,16.0,3.1,54.8,0.06,0.0,28.0,5,-0.2,4.17,22.2,327.0,168.0
119,2011-04-30,2011,4,30,1,16.0,21.8,9.7,50.3,0.0,0.0,21.4,2,5.6,0.0,44.2,248.5,68.0
120,2011-05-01,2011,5,1,1,14.5,18.1,10.9,51.4,0.0,0.0,21.9,2,3.9,0.0,36.1,251.7,56.0
121,2011-05-02,2011,5,2,0,10.6,14.7,6.5,46.6,0.0,0.0,18.7,2,-0.8,0.0,22.8,216.6,262.0
122,2011-05-03,2011,5,3,0,6.6,9.7,4.5,58.7,0.0,0.0,20.7,2,-1.0,0.0,19.9,237.6,279.0
123,2011-05-04,2011,5,4,0,8.7,14.3,3.9,51.8,0.0,0.0,29.0,2,-1.5,0.0,24.3,336.6,303.0
124,2011-05-05,2011,5,5,0,10.9,16.4,4.3,59.6,2.0,0.0,12.5,5,3.0,12.5,30.0,146.9,219.0
125,2011-05-06,2011,5,6,0,14.3,19.2,7.6,57.6,0.0,0.0,22.4,2,4.6,0.0,28.9,260.3,191.0
126,2011-05-07,2011,5,7,1,12.5,15.4,7.5,69.7,0.0,0.0,11.1,3,6.9,0.0,25.1,128.3,63.0
127,2011-05-08,2011,5,8,1,12.6,19.0,6.2,66.8,0.0,0.0,24.9,2,6.2,0.0,19.8,286.8,42.0
128,2011-05-09,2011,5,9,0,17.3,22.7,10.0,52.4,0.0,0.0,24.1,2,7.1,0.0,33.1,280.8,190.0
129,2011-05-10,2011,5,10,0,24.1,32.1,17.5,56.9,0.0,0.0,14.0,2,15.0,0.0,24.1,161.8,196.0
130,2011-05-11,2011,5,11,0,24.2,30.5,20.3,73.2,6.74,0.0,12.0,5,18.8,29.17,19.7,140.2,198.0
131,2011-05-12,2011,5,12,0,23.0,30.3,16.7,69.8,3.05,0.0,14.7,5,16.5,16.67,19.9,172.4,161.0
132,2011-05-13,2011,5,13,0,16.5,23.3,9.7,79.8,0.31,0.0,14.0,5,12.9,8.33,32.6,162.2,132.0
133,2011-05-14,2011,5,14,1,8.7,11.1,7.9,90.9,7.28,0.0,8.1,5,7.3,37.5,32.4,93.6,38.0
134,2011-05-15,2011,5,15,1,7.2,8.7,6.1,79.6,10.7,0.0,7.5,5,3.6,62.5,39.7,85.3,32.0
135,2011-05-16,2011,5,16,0,7.8,10.9,3.8,56.1,0.0,0.0,31.0,2,-0.8,0.0,34.2,358.9,160.0
136,2011-05-17,2011,5,17,0,10.3,15.0,5.0,54.1,0.0,0.0,23.3,2,1.0,0.0,32.4,270.9,201.0
137,2011-05-18,2011,5,18,0,11.5,15.0,9.7,84.0,1.02,0.0,12.9,5,8.8,20.83,15.9,148.5,343.0
138,2011-05-19,2011,5,19,0,15.0,21.5,10.6,81.6,0.0,0.0,21.9,2,11.6,0.0,15.9,254.5,267.0
139,2011-05-20,2011,5,20,0,16.0,21.9,10.1,78.2,0.0,0.0,29.1,2,11.9,0.0,18.1,336.3,264.0
140,2011-05-21,2011,5,21,1,18.4,24.1,10.4,77.1,0.13,0.0,23.4,5,14.2,8.33,23.8,269.8,34.0
141,2011-05-22,2011,5,22,1,22.6,30.6,17.9,67.8,3.75,0.0,19.5,5,15.7,12.5,34.7,227.2,33.0
142,2011-05-23,2011,5,23,0,22.1,26.0,18.4,66.7,3.47,0.0,26.4,5,15.1,8.33,36.1,305.5,142.0
143,2011-05-24,2011,5,24,0,14.7,19.9,9.0,68.8,0.0,0.0,27.9,2,9.0,0.0,28.5,322.6,224.0
144,2011-05-25,2011,5,25,0,13.1,20.9,8.9,87.8,45.99,0.0,10.1,5,11.0,45.83,32.8,116.0,163.0
145,2011-05-26,2011,5,26,0,7.8,9.5,6.8,82.8,21.93,0.0,11.7,5,4.9,58.33,37.8,135.6,154.0
146,2011-05-27,2011,5,27,0,9.8,13.8,5.6,68.0,0.2,0.0,23.2,5,4.0,4.17,21.6,270.6,110.0
147,2011-05-28,2011,5,28,1,14.3,17.1,10.4,88.0,4.57,0.0,14.8,5,12.4,20.83,21.2,170.9,37.0
148,2011-05-29,2011,5,29,1,16.6,21.3,13.2,92.4,31.57,0.0,10.4,5,15.2,25.0,28.6,119.0,25.0
149,2011-05-30,2011,5,30,1,25.2,31.8,16.5,67.3,0.0,0.0,28.9,2,18.1,0.0,31.3,334.1,25.0
150,2011-05-31,2011,5,31,0,26.3,29.8,22.3,61.8,0.46,0.0,17.9,5,18.3,4.17,29.5,206.6,190.0
151,2011-06-01,2011,6,1,0,22.6,27.7,16.8,44.5,0.0,0.0,30.4,2,9.5,0.0,31.7,352.2,164.0
152,2011-06-02,2011,6,2,0,16.9,20.2,13.9,54.0,0.0,0.0,25.5,2,7.4,0.0,25.8,297.1,142.0
153,2011-06-03,2011,6,3,0,23.6,31.0,13.9,61.9,3.21,0.0,22.7,5,15.4,12.5,27.8,264.2,125.0
154,2011-06-04,2011,6,4,1,26.2,32.5,21.7,62.4,8.87,0.0,12.5,5,18.2,12.5,33.2,145.4,48.0
155,2011-06-05,2011,6,5,1,21.7,27.7,17.2,59.2,0.2,0.0,26.5,5,12.9,4.17,16.8,307.5,39.0
156,2011-06-06,2011,6,6,0,25.6,34.1,16.6,57.3,0.0,0.0,24.1,2,16.1,0.0,27.9,278.3,218.0
157,2011-06-07,2011,6,7,0,30.2,35.8,25.3,53.7,0.0,0.0,15.6,1,18.9,0.0,28.9,177.2,170.0
158,2011-06-08,2011,6,8,0,30.1,34.8,25.9,47.6,0.0,0.0,22.9,2,17.2,0.0,37.2,264.5,158.0
159,2011-06-09,2011,6,9,0,15.1,20.4,11.0,83.9,56.72,0.0,10.5,5,12.4,54.17,31.3,123.4,160.0
160,2011-06-10,2011,6,10,0,14.8,20.1,11.0,86.3,12.55,0.0,20.4,5,12.5,20.83,21.2,237.2,231.0
161,2011-06-11,2011,6,11,1,14.3,16.8,12.0,89.6,1.92,0.0,21.4,5,12.6,25.0,15.7,246.3,35.0
162,2011-06-12,2011,6,12,1,14.5,17.2,11.0,65.9,0.0,0.0,29.7,2,7.8,0.0,25.6,341.9,43.0
163,2011-06-13,2011,6,13,0,17.3,21.7,13.2,47.9,0.0,0.0,31.2,2,5.9,0.0,19.7,359.3,160.0
164,2011-06-14,2011,6,14,0,19.0,24.7,13.7,52.8,0.0,0.0,23.6,2,9.0,0.0,22.6,272.8,260.0
165,2011-06-15,2011,6,15,0,18.8,21.6,14.1,78.0,19.9,0.0,12.0,5,14.5,54.17,30.0,139.6,165.0
166,2011-06-16,2011,6,16,0,21.1,26.8,16.6,72.4,0.75,0.0,26.5,5,15.4,4.17,24.8,307.8,130.0
167,2011-06-17,2011,6,17,0,22.1,27.4,17.4,67.0,0.0,0.0,25.1,2,15.5,0.0,21.0,291.4,123.0
168,2011-06-18,2011,6,18,1,22.1,27.9,17.2,70.7,0.0,0.0,22.3,2,16.4,0.0,20.7,257.9,43.0
169,2011-06-19,2011,6,19,1,23.5,27.4,18.1,72.5,0.0,0.0,13.7,2,18.1,0.0,14.0,159.1,28.0
170,2011-06-20,2011,6,20,0,22.9,26.1,20.9,80.3,16.48,0.0,11.5,5,19.2,25.0,24.7,133.3,208.0
171,2011-06-21,2011,6,21,0,26.3,31.6,20.5,74.5,4.75,0.0,13.2,5,21.1,8.33,40.9,153.1,187.0
172,2011-06-22,2011,6,22,0,20.9,23.3,18.6,78.4,0.82,0.0,23.2,5,16.9,12.5,33.2,268.0,157.0
173,2011-06-23,2011,6,23,0,19.2,21.8,17.0,78.6,0.99,0.0,19.8,5,15.3,20.83,28.5,229.5,151.0
174,2011-06-24,2011,6,24,0,17.8,19.7,15.8,74.2,0.0,0.0,17.9,3,13.0,0.0,19.3,206.8,249.0
175,2011-06-25,2011,6,25,1,21.2,25.1,15.6,56.5,0.0,0.0,29.7,2,11.6,0.0,15.5,343.1,25.0
176,2011-06-26,2011,6,26,1,21.9,26.1,16.9,52.1,0.0,0.0,30.6,2,11.2,0.0,22.2,355.5,33.0
177,2011-06-27,2011,6,27,0,22.9,26.8,19.7,73.4,2.46,0.0,19.8,5,17.8,12.5,29.1,231.3,180.0
178,2011-06-28,2011,6,28,0,22.5,27.0,17.9,52.5,0.0,0.0,31.5,1,12.0,0.0,23.0,363.2,178.0
179,2011-06-29,2011,6,29,0,21.8,26.0,17.1,58.1,0.0,0.0,30.7,2,13.0,0.0,18.4,355.8,141.0
180,2011-06-30,2011,6,30,0,24.5,31.5,17.9,60.7,0.0,0.0,27.7,2,16.0,0.0,44.2,319.8,139.0
181,2011-07-01,2011,7,1,0,25.2,31.0,21.9,59.5,0.73,0.0,16.9,5,16.5,16.67,34.9,194.4,57.0
182,2011-07-02,2011,7,2,1,27.7,33.7,23.5,70.9,0.0,0.0,15.1,2,21.7,0.0,19.5,175.2,12.0
183,2011-07-03,2011,7,3,1,24.9,28.6,21.5,56.2,0.0,0.0,28.4,2,14.8,0.0,18.1,329.5,19.0
184,2011-07-04,2011,7,4,1,25.6,30.8,20.1,42.9,0.0,0.0,30.9,2,11.7,0.0,18.9,358.4,15.0
185,2011-07-05,2011,7,5,0,27.2,32.7,19.9,48.7,0.0,0.0,30.6,2,15.0,0.0,16.2,354.5,128.0
186,2011-07-06,2011,7,6,0,25.9,29.0,21.4,56.8,0.0,0.0,27.1,2,16.6,0.0,24.7,314.4,113.0
187,2011-07-07,2011,7,7,0,23.2,26.5,19.7,51.5,1.09,0.0,7.8,5,12.0,16.67,17.7,90.8,193.0
188,2011-07-08,2011,7,8,0,24.3,29.3,18.1,50.7,0.0,0.0,30.2,1,11.9,0.0,18.5,351.3,135.0
189,2011-07-09,2011,7,9,1,26.7,32.2,19.1,47.1,0.0,0.0,30.4,2,14.0,0.0,17.4,348.5,30.0
190,2011-07-10,2011,7,10,1,28.5,32.4,23.8,61.0,0.0,0.0,28.2,2,19.8,0.0,19.5,326.2,29.0
191,2011-07-11,2011,7,11,0,27.3,31.5,22.3,70.7,5.29,0.0,11.7,5,21.3,41.67,21.5,136.5,101.0
192,2011-07-12,2011,7,12,0,25.7,30.3,21.5,65.6,0.17,0.0,29.2,5,18.3,8.33,18.9,338.1,114.0
193,2011-07-13,2011,7,13,0,21.2,23.1,18.6,62.9,0.0,0.0,30.5,2,13.7,0.0,26.0,351.4,81.0
194,2011-07-14,2011,7,14,0,22.5,27.0,17.4,58.9,0.0,0.0,23.7,2,13.4,0.0,22.2,274.3,106.0
195,2011-07-15,2011,7,15,0,25.3,29.4,21.7,55.4,0.0,0.0,26.3,2,15.4,0.0,19.6,304.3,139.0
196,2011-07-16,2011,7,16,1,26.9,31.6,23.0,52.5,0.0,0.0,15.3,2,15.9,0.0,12.5,178.1,22.0
197,2011-07-17,2011,7,17,1,29.1,34.9,22.4,59.0,0.0,0.0,21.6,2,20.0,0.0,21.0,251.1,31.0
198,2011-07-18,2011,7,18,0,30.0,33.4,27.1,68.6,0.07,0.0,12.3,5,23.4,4.17,28.4,141.9,115.0
199,2011-07-19,2011,7,19,0,29.7,32.6,26.4,68.6,0.0,0.0,16.8,2,23.1,0.0,17.4,194.7,178.0
200,2011-07-20,2011,7,20,0,31.2,37.0,24.5,61.5,0.47,0.0,12.5,5,22.4,4.17,25.3,146.5,86.0
