datetime,year,month,day,holiday,temp,tempmax,tempmin,humidity,precip,snowdepth,solarenergy,weather,pothole
2016-12-01,2016,12,1,0,3.7,5.4,2.6,75.5,0,0,7.4,3,98
2016-12-02,2016,12,2,0,3.2,4.4,1.8,69,0.4,0,6.5,5,80
2016-12-03,2016,12,3,1,0.6,1.5,-0.2,64.2,0,0,9,3,17
2016-12-04,2016,12,4,1,0.3,1,-0.3,82,10.63,8.2,3.6,5,5
2016-12-05,2016,12,5,0,0.7,1.3,0.3,87.2,1.14,7.7,6.3,5,34
2016-12-06,2016,12,6,0,0.6,4.4,-2,81.2,0,3.5,7.6,2,46
2016-12-07,2016,12,7,0,-3.2,-1.6,-4.8,66.1,0,0,5.4,2,78
2016-12-08,2016,12,8,0,-5.6,-4,-8,65.6,0.07,0,4.6,6,60
2016-12-09,2016,12,9,0,-5.1,-3.4,-7,67.8,0,0,5.1,2,29
2016-12-10,2016,12,10,1,-5.6,-4.2,-7,71,1.89,5.3,5.1,6,11
2016-12-11,2016,12,11,1,-1.3,1.3,-4.2,85.2,8.23,10.8,1.6,5,9
2016-12-12,2016,12,12,0,-5.7,0.8,-9.9,76.4,0,9.6,8.1,2,124
2016-12-13,2016,12,13,0,-9.1,-4.5,-14.9,62.8,0,9.2,6.8,2,123
2016-12-14,2016,12,14,0,-11.6,-6.4,-15.3,57.4,0,8.8,5.7,2,27
2016-12-15,2016,12,15,0,-14.9,-12.2,-17.7,58.4,0,8.5,9.2,2,96
2016-12-16,2016,12,16,0,-8.6,-6,-12.7,65.1,1.21,8.5,2.9,6,80
2016-12-17,2016,12,17,1,-5.4,-4.3,-6.8,79.3,1.46,9,3.1,6,9
2016-12-18,2016,12,18,1,-13.6,-6.7,-20.1,64.7,0.32,11.2,9.3,6,15
2016-12-19,2016,12,19,0,-14.9,-9.3,-21.9,61.3,0,10.1,9.2,1,55
2016-12-20,2016,12,20,0,-4.8,-1.4,-9.2,56.9,0,9.7,8.5,2,153
2016-12-21,2016,12,21,0,-1.4,2.6,-5.8,69,0,9.2,3,2,266
2016-12-22,2016,12,22,0,1,3.4,-2.5,69,0,8.3,8.8,2,131
2016-12-23,2016,12,23,0,0.6,2.5,-2.4,79.2,1.74,6.1,3.6,5,125
2016-12-24,2016,12,24,1,1.9,2.8,1.2,83.5,0,4.2,6.4,3,16
2016-12-25,2016,12,25,1,1.3,3.5,0.5,88.4,1.14,3.2,5.5,5,7
2016-12-26,2016,12,26,1,7.7,12.6,-1,72.1,6.04,3,8.2,5,24
2016-12-27,2016,12,27,0,-2.4,-1.2,-3.6,68,0,0,9,2,98
2016-12-28,2016,12,28,0,1.3,6.7,-4.7,68.1,0,0,6.8,2,186
2016-12-29,2016,12,29,0,0.8,1.8,-0.8,64.5,0,0,6.7,2,87
2016-12-30,2016,12,30,0,-0.9,2.6,-3.7,57.3,0,0,8.4,2,115
2016-12-31,2016,12,31,1,2,4.5,-2.7,54.3,0,0,6.8,2,16
2017-01-01,2017,1,1,1,-1.1,3.9,-6.3,65.7,0,0,9.1,2,14
2017-01-02,2017,1,2,1,2.5,4.5,-1.1,83.3,2.5,0,4.4,5,43
2017-01-03,2017,1,3,0,3,5,-4.7,87.6,0.2,0,1.3,5,271
2017-01-04,2017,1,4,0,-9.7,-6.4,-12.2,58.1,0,0,9.5,2,175
2017-01-05,2017,1,5,0,-12.6,-9.9,-14.8,56.8,0,0,5.4,2,186
2017-01-06,2017,1,6,0,-15.3,-12.6,-17.4,56.4,0,0,7.5,2,93
2017-01-07,2017,1,7,1,-12.5,-7.5,-16.6,54,0,0,9.2,1,18
2017-01-08,2017,1,8,1,-11.4,-7.5,-16,50.1,0,0,9.5,2,21
2017-01-09,2017,1,9,0,-3.5,0.5,-7,64.3,0.12,0,4,5,212
2017-01-10,2017,1,10,0,3.8,11,-2.7,74.6,5.75,0,1.4,5,249
2017-01-11,2017,1,11,0,1,6.7,-3.2,81.9,7.9,0,2.5,5,181
2017-01-12,2017,1,12,0,-4,-1.3,-5.5,77.9,2.64,0,5.9,6,230
2017-01-13,2017,1,13,0,-5.2,-2.4,-7.8,64.5,0,0,6.6,2,176
2017-01-14,2017,1,14,1,-1.3,1.2,-3.9,63.8,0,0,4.4,2,41
2017-01-15,2017,1,15,1,-2.1,1.5,-5.8,68.9,0,0,6,2,39
2017-01-16,2017,1,16,1,1.5,2.9,-0.1,88.3,16.68,0,3,5,59
2017-01-17,2017,1,17,0,2.5,3.7,1.3,96.6,10.93,0,4.7,5,307
2017-01-18,2017,1,18,0,1.1,2.2,0.3,90.8,0,0,8.6,3,350
2017-01-19,2017,1,19,0,2.5,5.7,0.1,90.9,13.67,0,2.4,5,282
2017-01-20,2017,1,20,0,4.3,6.4,3,95.6,6.04,0,5.8,5,217
2017-01-21,2017,1,21,1,10.1,15.2,5.8,81.8,0.15,0,8.8,5,123
2017-01-22,2017,1,22,1,5.8,7.6,4.8,86.5,0.07,0,4.5,5,84
2017-01-23,2017,1,23,0,4.4,6,3.5,81.2,0,0,5.7,3,395
2017-01-24,2017,1,24,0,2.8,3.7,2.1,79.7,0.04,0,6.1,5,315
2017-01-25,2017,1,25,0,3.4,6,1.4,85.7,1.6,0,2.7,5,326
2017-01-26,2017,1,26,0,0.5,1.5,-0.4,77.8,0.2,0,5.4,5,223
2017-01-27,2017,1,27,0,-2.5,-0.2,-3.5,69.5,0,0,5.5,3,236
2017-01-28,2017,1,28,1,-2.4,-1.4,-3.7,70.4,0,0,4.9,3,66
2017-01-29,2017,1,29,1,-3,-2.2,-4.3,59.9,0,0,6.4,2,45
2017-01-30,2017,1,30,0,-3.7,2,-8.7,56.3,0.07,0,7.3,5,226
2017-01-31,2017,1,31,0,3.4,5,2.5,71.1,0.65,0,7.6,5,259
2017-02-01,2017,2,1,0,0.8,3.1,-4.3,61.8,0,0,9.2,2,284
2017-02-02,2017,2,2,0,-6.9,-4.2,-9.6,51.1,0,0,12.5,2,182
2017-02-03,2017,2,3,0,-6.2,-1.8,-9.6,45.2,0,0,10.5,2,342
2017-02-04,2017,2,4,1,-3.5,1,-9.8,46.2,0,0,4.6,2,78
2017-02-05,2017,2,5,1,0.6,3.9,-1.8,56.1,0,0,12.2,2,45
2017-02-06,2017,2,6,0,3.9,11.8,-3.2,77,0,0,10.5,2,210
2017-02-07,2017,2,7,0,6.4,10.9,1,91,12.65,0,3.4,5,241
2017-02-08,2017,2,8,0,-2.2,0.8,-6.6,65.1,0,0,5.3,2,253
2017-02-09,2017,2,9,0,-7.2,-4,-10.3,48,0,0,14.3,2,261
2017-02-10,2017,2,10,0,-0.6,5.1,-7.7,60.7,0,0,11.2,2,164
2017-02-11,2017,2,11,1,5.6,9.9,3.1,71.2,0,0,7.9,2,51
2017-02-12,2017,2,12,1,4.3,8.7,0.8,56.9,0,0,13.1,4,51
2017-02-13,2017,2,13,0,2.3,6.9,-2.7,54.3,0,0,14.6,2,171
2017-02-14,2017,2,14,0,5.2,10.3,0.7,55.2,0,0,14.2,2,312
2017-02-15,2017,2,15,0,0.1,1.5,-2.4,44.1,0,0,14.6,2,197
2017-02-16,2017,2,16,0,2.1,5,-0.9,42.5,0,0,8.9,2,222
2017-02-17,2017,2,17,0,9.7,18.9,0,53,0,0,14.6,2,181
2017-02-18,2017,2,18,1,12.9,21.1,7.2,47.4,0,0,13.1,2,31
2017-02-19,2017,2,19,1,10.3,18.5,3.4,53.4,0,0,15,2,34
2017-02-20,2017,2,20,1,13.8,20.5,7.7,62.2,0,0,11,2,88
2017-02-21,2017,2,21,0,15,18.3,12.3,75.6,2.47,0,9.1,5,254
2017-02-22,2017,2,22,0,14.8,19.3,11.5,80.9,0,0,14.2,2,242
2017-02-23,2017,2,23,0,7.9,14.9,3.2,79,4.19,0,9,5,226
2017-02-24,2017,2,24,0,4.3,5.6,1,88.7,2.86,0,6.4,5,172
2017-02-25,2017,2,25,1,-2.9,0.8,-5.1,63.7,0,0,8.5,2,36
2017-02-26,2017,2,26,1,2.5,9.2,-4.4,50.9,0,0,11.8,2,38
2017-02-27,2017,2,27,0,6.2,12.1,-0.1,60,0,0,14.3,2,225
2017-02-28,2017,2,28,0,12,15.1,8.6,83.4,20.2,0,6.5,5,198
2017-03-01,2017,3,1,0,4.9,12.6,-0.1,83.5,12.28,0,5.7,5,220
2017-03-02,2017,3,2,0,-0.5,1.5,-2.3,57.8,0,0,11.2,2,255
2017-03-03,2017,3,3,0,-2.5,0.5,-5.9,39.7,0,0,18.3,2,188
2017-03-04,2017,3,4,1,1.2,5.3,-1.9,67.5,0.07,0,17.3,5,55
2017-03-05,2017,3,5,1,8,15.3,0.6,61.2,0,0,12.8,2,45
2017-03-06,2017,3,6,0,13.6,18,11.1,76.1,0,0,6.8,3,92
2017-03-07,2017,3,7,0,10.5,18,7,52.8,7.49,0,18.6,5,287
2017-03-08,2017,3,8,0,7.7,11.2,5.1,32.5,0,0,19.6,4,147
2017-03-09,2017,3,9,0,2.8,4.4,0.9,50,0,0,11.4,2,183
2017-03-10,2017,3,10,0,-1.7,2.7,-4.6,29.8,0,0,19.8,2,289
2017-03-11,2017,3,11,1,-4.5,-1.3,-7.6,30.2,0,0,18.8,2,152
2017-03-12,2017,3,12,1,-2.5,1.7,-6.8,38.9,0.16,1.1,17.7,6,31
2017-03-13,2017,3,13,0,-1.8,-0.8,-2.7,79.1,6.3,5.1,7.9,6,233
2017-03-14,2017,3,14,0,-4.3,-1.9,-6.5,68.4,2.07,11.1,10.5,6,90
2017-03-15,2017,3,15,0,-4,-0.1,-8.5,49.2,0,11.3,18.7,1,112
2017-03-16,2017,3,16,0,-0.5,5.6,-6.8,48.9,0,2.2,20.7,2,205
2017-03-17,2017,3,17,0,4.6,9.2,1.8,78,0.87,0,5.1,5,265
2017-03-18,2017,3,18,1,5,6.9,3.7,66,0,0,14.4,3,49
2017-03-19,2017,3,19,1,5.8,10.8,0.1,64.7,0,0,20.8,2,49
2017-03-20,2017,3,20,0,8.3,12,5.5,75.5,7.94,0,8.6,5,284
2017-03-21,2017,3,21,0,5.4,11.8,1,60,0,0,14.2,2,283
2017-03-22,2017,3,22,0,-0.3,1.3,-1.8,57.1,0,0,22.5,2,167
2017-03-23,2017,3,23,0,4.7,9.9,-0.6,51.5,0.17,0,15.9,5,161
2017-03-24,2017,3,24,0,14.4,27,5.7,58.8,8.01,0,20.1,5,177
2017-03-25,2017,3,25,1,6.3,8.4,4.6,92.6,12.61,0,6.2,5,38
2017-03-26,2017,3,26,1,12,16.3,8.5,89.4,5.88,0,7.8,5,52
2017-03-27,2017,3,27,0,8.7,11.2,5.5,89.3,0,0,8.9,3,258
2017-03-28,2017,3,28,0,6,8.3,4.5,79.2,0,0,11.2,2,372
2017-03-29,2017,3,29,0,5.6,8.9,1.8,79.6,2.36,0,12.2,5,366
2017-03-30,2017,3,30,0,6,7,4.7,92.8,49.85,0,4.9,5,180
2017-03-31,2017,3,31,0,4,5.3,2.8,86.3,1.36,0,6.2,5,319
2017-04-01,2017,4,1,1,7.6,13.3,1.4,50.5,0,0,23.1,2,83
2017-04-02,2017,4,2,1,10.2,15.5,6.7,48.7,0,0,15,2,46
2017-04-03,2017,4,3,0,9.2,10.8,7.9,80.9,8.27,0,5.7,5,254
2017-04-04,2017,4,4,0,9.4,13.1,7.8,80,0.44,0,12.4,5,292
2017-04-05,2017,4,5,0,6.2,8.5,4.5,87.2,23.31,0,7.1,5,175
2017-04-06,2017,4,6,0,5.9,9.7,3.3,69.8,14.1,0,21.2,5,240
2017-04-07,2017,4,7,0,6.8,11.9,2.7,40.9,0,0,25.4,2,263
2017-04-08,2017,4,8,1,12.1,19.3,3.9,42.3,0,0,23.8,2,84
2017-04-09,2017,4,9,1,19,24.3,14.1,49.8,0,0,17.4,2,93
2017-04-10,2017,4,10,0,17.3,24.1,5.8,69.1,12.05,0,8,5,201
2017-04-11,2017,4,11,0,8.9,11.8,5.5,75,0,0,20.7,2,259
2017-04-12,2017,4,12,0,8.7,12.9,4,59.9,0,0,22,2,211
2017-04-13,2017,4,13,0,10.4,15.3,7,67.1,4.87,0,12.7,5,243
2017-04-14,2017,4,14,0,13.6,19.1,7.8,67,3.1,0,15.3,5,283
2017-04-15,2017,4,15,1,22.4,27.3,17,57.1,0,0,22.2,2,64
2017-04-16,2017,4,16,1,18.6,22.6,15,62,11.07,0,23.9,5,58
2017-04-17,2017,4,17,0,13.3,20.2,7.6,51.6,0,0,25.8,2,272
2017-04-18,2017,4,18,0,16.5,24.7,6.7,54.6,0,0,23.9,2,224
2017-04-19,2017,4,19,0,15.4,21.3,7.6,73.7,1.15,0,8.7,5,317
2017-04-20,2017,4,20,0,15,22.4,8.2,70.1,0.1,0,16.1,5,225
2017-04-21,2017,4,21,0,9.5,10.9,7.4,57.3,0,0,18.5,2,232
2017-04-22,2017,4,22,1,10.3,14.4,6.5,46.7,0,0,16.6,2,57
2017-04-23,2017,4,23,1,13,21,4.1,42.4,0,0,28.1,1,46
2017-04-24,2017,4,24,0,13.9,21.9,5.4,51.6,0,0,27.9,2,185
2017-04-25,2017,4,25,0,19.9,25.8,13.3,50.9,0,0,22.2,2,204
2017-04-26,2017,4,26,0,20.6,23.6,17.3,64.2,1.7,0,16,5,206
2017-04-27,2017,4,27,0,10.4,16.6,6.8,80.3,6.63,0,14.2,5,197
2017-04-28,2017,4,28,0,10,14.2,5.8,72.4,0,0,14.5,2,203
2017-04-29,2017,4,29,1,6.7,8.9,4.7,82.3,44.96,0,7.7,5,45
2017-04-30,2017,4,30,1,7.2,9.1,6.3,96.2,19.98,0,6.4,5,35
2017-05-01,2017,5,1,0,10.7,13.3,7.9,80.8,17.33,0,16.6,5,183
2017-05-02,2017,5,2,0,7.7,9.8,5.5,73.4,2.05,0,18,5,221
2017-05-03,2017,5,3,0,8.9,12.8,3,59.1,0,0,15.3,2,267
2017-05-04,2017,5,4,0,9.2,10.9,7.8,66.1,0,0,10.1,2,253
2017-05-05,2017,5,5,0,9.6,14.5,5.9,66.9,0,0,29,2,167
2017-05-06,2017,5,6,1,10.1,13.4,6.8,56.1,1.87,0,27.7,5,52
2017-05-07,2017,5,7,1,8.4,13.2,3,45.5,0,0,29.8,1,53
2017-05-08,2017,5,8,0,8,12.2,3.5,48.3,0.31,0,26.5,5,186
2017-05-09,2017,5,9,0,9.5,15.1,6,65.2,6.76,0,14.2,5,229
2017-05-10,2017,5,10,0,12.9,18.2,9.5,66.5,21.16,0,21.1,5,277
2017-05-11,2017,5,11,0,13,17.4,9.4,73,0.27,0,20.6,5,241
2017-05-12,2017,5,12,0,14.8,21.6,8.5,56.7,0,0,29.3,2,212
2017-05-13,2017,5,13,1,18.3,27.1,9.7,53.1,0,0,25.4,2,54
2017-05-14,2017,5,14,1,15.4,21,11.7,54.7,0,0,27.6,2,44
2017-05-15,2017,5,15,0,19.8,27.7,10.3,52.7,0,0,28,2,197
2017-05-16,2017,5,16,0,25,31.3,19.1,55.9,0.29,0,27.5,5,208
2017-05-17,2017,5,17,0,25.7,29.1,21.6,53.4,0,0,22.7,2,170
2017-05-18,2017,5,18,0,21.4,25.7,11,63.8,11.47,0,29.3,5,219
2017-05-19,2017,5,19,0,8,10.1,6.4,80.9,5.27,0,14,5,137
2017-05-20,2017,5,20,1,13.2,19.1,9.7,83.3,8.27,0,8.6,5,53
2017-05-21,2017,5,21,1,15.2,18.5,11,73.3,1.49,0,28.5,5,50
2017-05-22,2017,5,22,0,15.8,22.9,9.1,60.9,0.27,0,28.1,5,200
2017-05-23,2017,5,23,0,15.4,17.6,13.6,82.5,6.86,0,12.3,5,192
2017-05-24,2017,5,24,0,13.4,15.8,11.5,86,9.14,0,13.8,5,140
2017-05-25,2017,5,25,0,15.2,19.7,11.8,76.2,0,0,23.3,2,228
2017-05-26,2017,5,26,0,15.4,20.8,11.7,80.1,8.82,0,19.9,5,152
2017-05-27,2017,5,27,1,17.7,23.5,12.6,72.6,0,0,30.1,2,34
2017-05-28,2017,5,28,1,20,24.3,14.7,65.8,0.2,0,17.6,5,35
2017-05-29,2017,5,29,1,20.6,24.7,15.6,47,0,0,30.3,2,34
2017-05-30,2017,5,30,0,18.3,22.9,13.4,50.5,0,0,28.1,2,175
2017-05-31,2017,5,31,0,18.2,23.2,12.1,48.4,0,0,30.8,2,176
2017-06-01,2017,6,1,0,19.3,25.4,12.2,43,0,0,30.9,1,161
2017-06-02,2017,6,2,0,22.4,29.2,13.9,36.9,0,0,31.3,1,135
2017-06-03,2017,6,3,1,24,28.3,16.4,45.3,0,0,30.1,2,30
2017-06-04,2017,6,4,1,26.8,32.3,22.1,52.2,0,0,11.1,2,44
2017-06-05,2017,6,5,0,19.6,23.3,16,64.7,0,0,30.7,1,244
2017-06-06,2017,6,6,0,18.4,23.3,12.4,50.8,0,0,31.6,1,190
2017-06-07,2017,6,7,0,19.5,23.7,14.3,48.8,0,0,31.5,2,181
2017-06-08,2017,6,8,0,21.6,27.5,13.5,43,0,0,29.4,2,158
2017-06-09,2017,6,9,0,23.4,30.1,19.4,52.3,1.52,0,26.8,5,132
2017-06-10,2017,6,10,1,25.8,32.2,19.2,46.2,0,0,30,2,50
2017-06-11,2017,6,11,1,28.1,33.7,22.3,45.7,0,0,30.5,2,34
2017-06-12,2017,6,12,0,29.3,34.9,23.6,48.5,0,0,28.2,2,169
2017-06-13,2017,6,13,0,25.2,30.2,21.5,64.8,0.85,0,14.2,5,136
2017-06-14,2017,6,14,0,24.9,31.5,21.2,71.2,25.96,0,9.7,5,122
2017-06-15,2017,6,15,0,26,32.1,21,63.5,1.05,0,16.4,5,126
2017-06-16,2017,6,16,0,25.2,29.8,19.5,61.8,3.53,0,19.6,5,106
2017-06-17,2017,6,17,1,25.9,30,22.6,71.3,3.88,0,23.5,5,31
2017-06-18,2017,6,18,1,23.5,25.6,21.5,66.1,0,0,25.7,2,29
2017-06-19,2017,6,19,0,20.5,26,17,63,4.31,0,25.5,5,144
2017-06-20,2017,6,20,0,19.2,25.7,14.8,67.5,0.2,0,26.8,5,143
2017-06-21,2017,6,21,0,20.7,25.4,14.7,64.1,0,0,27.9,2,171
2017-06-22,2017,6,22,0,26.8,30.9,21.6,66.5,0.46,0,26.9,5,188
2017-06-23,2017,6,23,0,24.2,27.8,19.9,62.4,16.16,0,23.8,5,108
2017-06-24,2017,6,24,1,20.3,23.4,17,54.5,0.05,0,29.4,5,33
2017-06-25,2017,6,25,1,18,21.6,13.2,56.1,0.06,0,29.6,5,27
2017-06-26,2017,6,26,0,17.9,22.7,13.3,54.4,0,0,29.3,2,181
2017-06-27,2017,6,27,0,19,24.4,12,50.4,0,0,30.5,2,132
2017-06-28,2017,6,28,0,21.1,26.7,16.6,60,7.3,0,18.4,5,152
2017-06-29,2017,6,29,0,23.6,27.5,20.5,74.2,14.32,0,20.7,5,141
2017-06-30,2017,6,30,0,23.5,27.4,19,79.2,0.16,0,15.3,5,108
2017-07-01,2017,7,1,1,24.1,28.1,19.6,58.7,0,0,29.7,2,39
2017-07-02,2017,7,2,1,23.9,30.9,16.8,59.4,0,0,30.4,2,32
2017-07-03,2017,7,3,0,22.7,26.3,20,71,0.73,0,24.3,5,66
2017-07-04,2017,7,4,1,23.6,27.8,19.1,69.3,0,0,13.9,2,16
2017-07-05,2017,7,5,0,25.6,29.4,21,58.1,0,0,17.3,2,70
2017-07-06,2017,7,6,0,28.1,33.1,22,58.4,0,0,22.4,2,110
2017-07-07,2017,7,7,0,26,29.3,19.9,64.3,0.28,0,20.6,5,95
2017-07-08,2017,7,8,1,21.4,25.2,17.4,58.3,0,0,30.3,2,31
2017-07-09,2017,7,9,1,24.3,29.5,17,49.9,0,0,28.4,2,30
2017-07-10,2017,7,10,0,24.7,28.3,19.7,76.6,12.7,0,18.6,5,108
2017-07-11,2017,7,11,0,25.5,29.2,21.6,77.9,2.81,0,19.7,5,136
2017-07-12,2017,7,12,0,24.6,26.3,20.8,84.9,32.87,0,14,5,106
2017-07-13,2017,7,13,0,25.5,28.4,23.5,72.5,0.64,0,24.1,5,137
2017-07-14,2017,7,14,0,21.1,23.2,19,70.9,0,0,27.7,2,155
2017-07-15,2017,7,15,1,22.2,27.2,16.2,67.6,0,0,30,2,28
2017-07-16,2017,7,16,1,21.6,25.6,18.3,72.9,0.04,0,21.3,5,40
2017-07-17,2017,7,17,0,20.5,25.6,14.4,70.3,0,0,30.7,2,125
2017-07-18,2017,7,18,0,25,31.3,16.6,60.6,0,0,30.2,2,107
2017-07-19,2017,7,19,0,26.2,30.4,21.8,69.9,5.11,0,25.4,5,96
2017-07-20,2017,7,20,0,25.1,31.3,21.3,79.9,34.2,0,20.7,5,118
2017-07-21,2017,7,21,0,26.8,31.3,23.8,74,24.99,0,13.4,5,82
2017-07-22,2017,7,22,1,25.4,29.8,22.2,77.8,17.65,0,22.9,5,46
2017-07-23,2017,7,23,1,25.8,31.9,22,70.9,2.11,0,25.6,5,48
2017-07-24,2017,7,24,0,21.3,22.9,20.1,70.5,0,0,29.1,2,106
2017-07-25,2017,7,25,0,23,27.5,17.9,61.4,0,0,29.2,2,140
2017-07-26,2017,7,26,0,25,29.3,20.1,67.9,0,0,18.4,2,99
2017-07-27,2017,7,27,0,24.8,27,21.8,74.7,1.39,0,27.5,5,120
2017-07-28,2017,7,28,0,23.2,25.9,20.8,67.5,0,0,28.8,2,80
2017-07-29,2017,7,29,1,22.3,25.6,18.4,54.5,0,0,29.7,2,28
2017-07-30,2017,7,30,1,23.2,28,17.6,62.6,0,0,28.8,2,24
2017-07-31,2017,7,31,0,24.7,29.2,19.9,58.3,0,0,26.6,2,96
2017-08-01,2017,8,1,0,25.2,29.1,21.1,62.1,5.33,0,15.9,5,87
2017-08-02,2017,8,2,0,24.7,29.6,19.6,69.6,0,0,25.7,2,87
2017-08-03,2017,8,3,0,23.9,29.1,20.4,77.6,17.44,0,18.9,5,91
2017-08-04,2017,8,4,0,16.4,19.8,13.6,72.2,0.2,0,19.2,5,61
2017-08-05,2017,8,5,1,20.7,25.8,15.1,62.7,0,0,27.1,2,28
2017-08-06,2017,8,6,1,21.7,24.4,18.6,62.6,0,0,18.4,2,33
2017-08-07,2017,8,7,0,20.8,23.7,17.8,65.7,0,0,24.2,2,132
2017-08-08,2017,8,8,0,22,27.8,14.7,53.3,0,0,27.5,2,81
2017-08-09,2017,8,9,0,23.2,28,17.7,56.9,0,0,26.5,2,100
2017-08-10,2017,8,10,0,23.7,28.6,18.4,61.4,1.92,0,25.4,5,107
2017-08-11,2017,8,11,0,22.4,25.3,19.5,66.6,0,0,25.3,2,96
2017-08-12,2017,8,12,1,20.2,24.2,15.9,67.5,0,0,26.3,2,65
2017-08-13,2017,8,13,1,20.7,25.1,15.1,62.4,0,0,26,2,38
2017-08-14,2017,8,14,0,23.6,27.9,18.4,61.3,0,0,25.8,2,82
2017-08-15,2017,8,15,0,23.7,28,20.4,72.8,0,0,24.8,2,77
2017-08-16,2017,8,16,0,25.2,31.2,20.4,73.5,3.51,0,20.8,5,61
2017-08-17,2017,8,17,0,25.1,27.9,22.9,74.6,3.63,0,23.1,5,76
2017-08-18,2017,8,18,0,23.6,28.1,19.7,66.1,0,0,25.7,2,65
2017-08-19,2017,8,19,1,23.4,28,17.8,59.6,0,0,25.8,2,27
2017-08-20,2017,8,20,1,25.3,31.1,18.8,63.4,0,0,25,2,28
2017-08-21,2017,8,21,0,25.8,30.1,22.5,75.4,2.14,0,11.7,5,79
2017-08-22,2017,8,22,0,23.4,27.1,19.7,67.1,11.46,0,20.8,5,75
2017-08-23,2017,8,23,0,20.4,25.2,15.5,57,0,0,25.5,2,84
2017-08-24,2017,8,24,0,19.1,23.7,15.9,64.7,0,0,23,2,82
2017-08-25,2017,8,25,0,18.1,22.9,12.5,58.5,0,0,25.3,2,63
2017-08-26,2017,8,26,1,20.3,25,15.6,58.6,0,0,20.6,2,24
2017-08-27,2017,8,27,1,21.1,25.3,17.6,60.5,1.03,0,16.2,5,20
2017-08-28,2017,8,28,0,21.1,25.3,18.6,75.6,4.14,0,14.1,5,63
2017-08-29,2017,8,29,0,20.6,23.2,17.5,80.1,0.54,0,20.1,5,60
2017-08-30,2017,8,30,0,21.7,26.8,16.3,69.6,0,0,24,2,70
2017-08-31,2017,8,31,0,20.3,22.1,18.7,69,0,0,20.6,2,71
2017-09-01,2017,9,1,0,17.8,19.9,14.4,56.8,0,0,23.4,2,44
2017-09-02,2017,9,2,1,17.3,23.2,10.4,61.1,6.08,0,24.2,5,7
2017-09-03,2017,9,3,1,21.2,28.4,13.9,63.3,0,0,22.7,2,9
2017-09-04,2017,9,4,1,22.7,28,18.7,59.6,0,0,15.3,2,11
2017-09-05,2017,9,5,0,16.7,20.6,13.2,60.1,0,0,22.9,2,75
2017-09-06,2017,9,6,0,14.5,18.8,9.9,64.4,0,0,19.8,2,58
2017-09-07,2017,9,7,0,16.3,20.5,11.6,59.3,0,0,19,2,82
2017-09-08,2017,9,8,0,17.2,20.6,14.9,62.3,0,0,18.6,2,66
2017-09-09,2017,9,9,1,17.8,21.6,13.7,58.5,0,0,22.9,2,18
2017-09-10,2017,9,10,1,16.5,20.7,11.4,59.7,0,0,22.1,1,22
2017-09-11,2017,9,11,0,17.4,23.1,12.2,61.7,0,0,18.7,2,94
2017-09-12,2017,9,12,0,19,24.2,13.7,67.4,0,0,18.4,2,78
2017-09-13,2017,9,13,0,19.5,23.3,17.1,80.1,1.18,0,14.7,5,69
2017-09-14,2017,9,14,0,20.7,26.5,15.6,77.2,0,0,21.3,2,63
2017-09-15,2017,9,15,0,24.2,30.7,17.5,62.1,0,0,21.3,1,61
2017-09-16,2017,9,16,1,25.4,30.9,18.9,59.9,0,0,20.8,2,19
2017-09-17,2017,9,17,1,24.7,30.1,20.1,63.6,0,0,17.7,2,26
2017-09-18,2017,9,18,0,19.8,23.9,15,65.9,0,0,19.2,2,120
2017-09-19,2017,9,19,0,21.3,24.9,19.2,82,4.95,0,14.6,5,51
2017-09-20,2017,9,20,0,25.9,33.4,18.3,68.1,0,0,19.8,2,49
2017-09-21,2017,9,21,0,28.6,34,23.5,60.8,0,0,15.2,2,40
2017-09-22,2017,9,22,0,29.2,34.4,23.6,57.4,0,0,17.9,2,73
2017-09-23,2017,9,23,1,28.5,33.7,23.7,58,0,0,17.5,1,22
2017-09-24,2017,9,24,1,27.5,32.9,22.5,55.7,0,0,19.6,1,10
2017-09-25,2017,9,25,0,26.9,33,21,48.2,0,0,17.9,2,75
2017-09-26,2017,9,26,0,27.2,33.1,22.2,52.1,0,0,18,2,63
2017-09-27,2017,9,27,0,19.7,23.5,15.5,57.2,0,0,14.8,2,59
2017-09-28,2017,9,28,0,17.1,22.7,11.8,53.1,0,0,16.5,2,97
2017-09-29,2017,9,29,0,17.6,20.3,15.4,54.1,0,0,19.5,2,70
2017-09-30,2017,9,30,1,16.2,18.9,13.7,55.8,0,0,19.7,2,18
2017-10-01,2017,10,1,1,16.4,21.4,10.9,47.9,0,0,13.1,2,8
2017-10-02,2017,10,2,0,22.1,28,16.4,45.7,0,0,15.4,2,97
2017-10-03,2017,10,3,0,22.3,26,19.8,70.5,1.9,0,12.7,5,157
2017-10-04,2017,10,4,0,20.9,22.8,17.2,75,1.26,0,12.5,5,132
2017-10-05,2017,10,5,0,18.6,23.9,14.1,60.7,0.19,0,15.2,5,136
2017-10-06,2017,10,6,0,18.4,21,16.3,90.9,7.73,0,8.9,5,61
2017-10-07,2017,10,7,1,20.6,26.2,16,74.2,11.53,0,12.4,5,17
2017-10-08,2017,10,8,1,19.1,26.4,12.9,64.6,0,0,17.7,2,20
2017-10-09,2017,10,9,1,19.2,26.9,12.8,66,0,0,17.1,2,42
2017-10-10,2017,10,10,0,16.8,17.8,14.9,80.7,21.32,0,13.4,5,50
