datetime,year,month,day,holiday,temp,tempmax,tempmin,humidity,precip,snowdepth,solarenergy,weather,pothole
2016-01-19,2016,1,19,0,-12.3,-8,-17,55,0,0,10.2,2,122
2016-01-20,2016,1,20,0,-7.5,-4.7,-9.6,71.5,1.3,3,7.1,6,184
2016-01-21,2016,1,21,0,-5.7,-1.3,-9.6,71.5,0,3,8.9,2,91
2016-01-22,2016,1,22,0,-2.6,-0.8,-5.5,70.8,1.14,3,5.4,6,168
2016-01-23,2016,1,23,1,-1.7,1.3,-3.9,69.4,0.24,3,10.3,5,27
2016-01-24,2016,1,24,1,-1.6,1.6,-4.3,68.9,0,0,7.3,2,20
2016-01-25,2016,1,25,0,1.6,5.3,-2.1,76.1,1.41,0,5.3,5,146
2016-01-26,2016,1,26,0,-0.8,3.2,-3.2,74.1,1.55,0,7.2,5,134
2016-01-27,2016,1,27,0,-1.2,1,-3.8,62.2,0,0,8.6,2,178
2016-01-28,2016,1,28,0,1.6,4.7,-0.9,67.7,0,0,8.5,2,173
2016-01-29,2016,1,29,0,-1,1.9,-5.2,52.7,0,0,11.3,2,117
2016-01-30,2016,1,30,1,5.1,8.4,2.1,70.2,0,0,6.1,2,33
2016-01-31,2016,1,31,1,5.7,8.9,1.5,87,1.01,0,2.6,5,37
2016-02-01,2016,2,1,0,2.5,8,-0.6,77.4,0,0,10.1,2,152
2016-02-02,2016,2,2,0,2.6,3.8,1.4,87.1,18.22,0,4.7,5,207
2016-02-03,2016,2,3,0,1.7,3.4,-1.4,83.3,0.38,0,6.9,5,188
2016-02-04,2016,2,4,0,-2.6,-0.2,-6.3,62.3,0,0,11.8,2,217
2016-02-05,2016,2,5,0,-1.1,1,-2.5,69.5,0.12,0,6.1,5,264
2016-02-06,2016,2,6,1,0.6,5.4,-3.2,70.3,0,0,12.5,2,34
2016-02-07,2016,2,7,1,4.3,7.1,1.4,65,0,0,8.2,2,51
2016-02-08,2016,2,8,0,-1.5,0.8,-4.9,74.4,0.48,0,9.5,5,392
2016-02-09,2016,2,9,0,-7.9,-5.5,-9.6,69.5,0.66,3,5.2,6,175
2016-02-10,2016,2,10,0,-10,-7.5,-12,56.2,0,3,11.3,2,243
2016-02-11,2016,2,11,0,-9.1,-5.4,-13.2,50.4,0,3,14.4,2,113
2016-02-12,2016,2,12,0,-7.1,-4.9,-12.6,50,0,0,6.7,2,135
2016-02-13,2016,2,13,1,-11.8,-7.6,-16,42.1,0,0,14.9,2,23
2016-02-14,2016,2,14,1,-8.8,-7.4,-11.3,63.9,1.08,3.5,4.7,6,17
2016-02-15,2016,2,15,1,-4.5,-2,-7.4,85,0.2,3.5,7.1,6,128
2016-02-16,2016,2,16,0,-1.5,1.6,-3.6,77.2,2.47,3.2,13.8,5,264
2016-02-17,2016,2,17,0,-1.6,1.4,-3.6,66.1,0,3,14.9,2,278
2016-02-18,2016,2,18,0,1.3,5.4,-3.8,66,0,0,6.7,2,223
2016-02-19,2016,2,19,0,10.8,17,5,55.4,0,0,13.6,4,151
2016-02-20,2016,2,20,1,9.8,14.5,5.7,49.8,0,0,15.3,2,31
2016-02-21,2016,2,21,1,3.6,6,1.5,70.2,0,0,11.1,3,38
2016-02-22,2016,2,22,0,2.4,6.6,-2,67.5,0,0,15.3,2,448
2016-02-23,2016,2,23,0,2.8,7,-0.8,63.9,0.21,0,11.5,5,179
2016-02-24,2016,2,24,0,1.7,3.3,0.1,73.1,1.54,4.3,3.6,5,165
2016-02-25,2016,2,25,0,1.1,2.8,-0.2,60,0.04,4.3,9.2,5,214
2016-02-26,2016,2,26,0,0,1,-2.5,53.4,0,0,12.1,2,158
2016-02-27,2016,2,27,1,5.1,12.6,-2.1,58.8,0,0,16.3,2,31
2016-02-28,2016,2,28,1,10.8,17.3,3,57.8,3.07,0,13.3,5,37
2016-02-29,2016,2,29,0,3.7,11.7,-1.2,62.2,0.1,0,13.5,5,268
2016-03-01,2016,3,1,0,-3,-0.5,-6.6,77.4,1.35,3,4.8,6,213
2016-03-02,2016,3,2,0,-4,0.1,-9.6,48.3,0,3,18,2,163
2016-03-03,2016,3,3,0,-0.7,0.4,-1.8,81.5,1.49,3,7.3,5,209
2016-03-04,2016,3,4,0,-0.4,3.7,-5.6,60.7,0.87,3,17.3,5,165
2016-03-05,2016,3,5,1,1.8,4.1,-1.6,77.6,0,3,8.8,3,42
2016-03-06,2016,3,6,1,6,11,1.8,63.7,0,0,14.6,2,39
2016-03-07,2016,3,7,0,12.7,16.6,8.4,60.4,0.18,0,10.4,5,61
2016-03-08,2016,3,8,0,17.7,21.7,15,62.3,0,0,13,2,238
2016-03-09,2016,3,9,0,15.5,17.6,12,78.9,2.85,0,8.1,5,265
2016-03-10,2016,3,10,0,8.2,11.1,5.5,70.3,0,0,8.5,3,286
2016-03-11,2016,3,11,0,5.9,11.5,3.1,68.8,0,0,18.3,2,165
2016-03-12,2016,3,12,1,8.4,15,3.3,75,0,0,10.9,2,51
2016-03-13,2016,3,13,1,8,9.4,6.5,90.7,17.15,0,3.9,5,23
2016-03-14,2016,3,14,0,8.4,11.6,6.7,87,2.81,0,13.7,5,304
2016-03-15,2016,3,15,0,11.6,16.2,8.1,79.7,1.79,0,12.8,5,420
2016-03-16,2016,3,16,0,11.4,14,9,59,5.63,0,20.8,5,234
2016-03-17,2016,3,17,0,9.4,13.1,5.7,43.6,0,0,20,2,267
2016-03-18,2016,3,18,0,4.7,7.9,1.3,61.1,0,0,19.8,2,219
2016-03-19,2016,3,19,1,3.8,6.9,1.9,68.8,0,0,14.1,3,60
2016-03-20,2016,3,20,1,3.4,6.4,0.2,60.4,0,0,20.2,2,43
2016-03-21,2016,3,21,0,4.8,9.5,-0.1,51.8,0,0,19.5,2,248
2016-03-22,2016,3,22,0,11.7,18.3,6.7,47.1,0.24,0,13.7,5,317
2016-03-23,2016,3,23,0,5.1,9.8,4,81.5,1.82,0,5,5,238
2016-03-24,2016,3,24,0,2.5,3.8,-0.4,90.9,25.76,0,7.5,5,116
2016-03-25,2016,3,25,0,2.5,7.2,-0.8,67.3,0.03,0,22.3,5,164
2016-03-26,2016,3,26,1,6.2,11.9,0.9,67.5,0,0,20.5,2,55
2016-03-27,2016,3,27,1,9.2,18,5,70.2,4.76,0,17.6,5,58
2016-03-28,2016,3,28,0,7.3,10.8,4,68.9,0,0,22.9,2,285
2016-03-29,2016,3,29,0,7.9,14.7,1.4,56.6,0,0,23.1,2,260
2016-03-30,2016,3,30,0,11.3,15.8,7.5,61.5,6.85,0,12.6,5,211
2016-03-31,2016,3,31,0,15,19,8.8,76.2,4.28,0,11.3,5,235
2016-04-01,2016,4,1,0,6.3,9.6,4,72.5,3,0,14.6,5,204
2016-04-02,2016,4,2,1,1.6,4.1,-0.4,58.3,0.41,0,15.6,5,82
2016-04-03,2016,4,3,1,8.7,22.1,-2,44.1,0,0,23.5,2,56
2016-04-04,2016,4,4,0,1.5,4.7,-0.4,67,0,0,16.1,3,292
2016-04-05,2016,4,5,0,2.9,7.6,-2.3,51,0.62,0,24.5,5,447
2016-04-06,2016,4,6,0,8,9.8,6.1,75.8,10.3,0,5.1,5,258
2016-04-07,2016,4,7,0,4.2,6.9,2.5,69.1,0.84,0,11.8,5,262
2016-04-08,2016,4,8,0,2.8,5.7,-1.2,65.2,1.75,0,11.2,5,196
2016-04-09,2016,4,9,1,-0.8,2.6,-4.7,50.2,0.13,3,24.3,5,43
2016-04-10,2016,4,10,1,5.2,10.4,0.8,71.8,3.04,0,7,5,61
2016-04-11,2016,4,11,0,8.9,10.8,5.3,60.4,0.07,0,19,5,232
2016-04-12,2016,4,12,0,4.2,7.2,0.7,49,0,0,26.2,1,289
2016-04-13,2016,4,13,0,7.3,12.6,2.3,52.7,0,0,25.8,2,241
2016-04-14,2016,4,14,0,9.9,15.9,4.5,44.6,0,0,24.8,2,381
2016-04-15,2016,4,15,0,12.8,19.8,6.9,44.6,0,0,25.7,1,176
2016-04-16,2016,4,16,1,15.7,23.8,8.1,47.9,0,0,25.5,1,36
2016-04-17,2016,4,17,1,18,26.3,10.2,41.6,0,0,25.7,1,50
2016-04-18,2016,4,18,0,19.7,27.9,11.7,38.1,0,0,25.3,2,173
2016-04-19,2016,4,19,0,11.6,15.3,8.4,64,0,0,13.8,3,167
2016-04-20,2016,4,20,0,16.3,21.7,11.5,52.7,7.44,0,20.3,5,198
2016-04-21,2016,4,21,0,16.6,21.3,13.5,71.4,2.59,0,11.4,5,152
2016-04-22,2016,4,22,0,9.5,13.8,6.4,73.4,0,0,13.8,2,134
2016-04-23,2016,4,23,1,9.8,15,4.9,65,0,0,26.2,2,53
2016-04-24,2016,4,24,1,16.7,25.5,7.1,56.6,0,0,24.6,2,36
2016-04-25,2016,4,25,0,22.5,28,16.3,50.8,0.86,0,22.7,5,173
2016-04-26,2016,4,26,0,9.1,22.3,6.6,78.5,0,0,12,3,160
2016-04-27,2016,4,27,0,7.6,9.5,6.2,77.4,7.15,0,11.7,5,254
2016-04-28,2016,4,28,0,8,9.9,6.7,81.8,12.74,0,11.3,5,175
2016-04-29,2016,4,29,0,7.6,9.9,6.3,78.6,0.11,0,15,5,170
2016-04-30,2016,4,30,1,7.9,9.5,6.8,82.4,16.94,0,6.1,5,28
2016-05-01,2016,5,1,1,8,10,6.7,90,10.81,0,15.2,5,104
2016-05-02,2016,5,2,0,10.3,14.1,6.9,60.6,0.1,0,24.7,5,150
2016-05-03,2016,5,3,0,13.5,19.4,5.4,50,0,0,26.4,2,207
2016-05-04,2016,5,4,0,9.5,15.5,6.5,68,9.98,0,21.1,5,173
2016-05-05,2016,5,5,0,10.3,15.6,5.3,59.7,0,0,27,2,155
2016-05-06,2016,5,6,0,18.2,28.2,7.8,48.1,0,0,25,2,194
2016-05-07,2016,5,7,1,16.2,21.6,11.1,42.2,0.21,0,22,5,38
2016-05-08,2016,5,8,1,14.1,20.1,7.1,42.9,0,0,27.9,2,57
2016-05-09,2016,5,9,0,12.9,15,10.4,71.2,10.37,0,8.2,5,126
2016-05-10,2016,5,10,0,14.3,19.4,11.6,90.4,17.63,0,16.7,5,183
2016-05-11,2016,5,11,0,15.2,19.6,12.1,88.1,0.29,0,27.9,5,197
2016-05-12,2016,5,12,0,17.1,21.2,12.8,75.3,21.62,0,16.4,5,187
2016-05-13,2016,5,13,0,14.3,19.2,9.8,63.7,14.63,0,26.2,5,153
2016-05-14,2016,5,14,1,7.4,8.5,5.8,60.2,2.29,0,23.3,5,59
2016-05-15,2016,5,15,1,8.7,13.2,2.9,46.5,0,0,30.3,2,47
2016-05-16,2016,5,16,0,14.7,20.7,8.1,45,0,0,23.3,2,181
2016-05-17,2016,5,17,0,11.7,14.4,9.7,60.2,0.54,0,15.5,5,192
2016-05-18,2016,5,18,0,12,17.8,6.7,55.5,0,0,25.8,2,191
2016-05-19,2016,5,19,0,14.2,19.9,6.2,41.2,0,0,30.4,2,169
2016-05-20,2016,5,20,0,15.5,19.6,10.8,46.9,0,0,14.9,2,203
2016-05-21,2016,5,21,1,18.2,23.6,12.8,34.8,0,0,28.3,2,44
2016-05-22,2016,5,22,1,19,24.8,12.4,42.8,0,0,29.9,2,26
2016-05-23,2016,5,23,0,20.4,28.2,11.6,40.5,0,0,31.1,2,131
2016-05-24,2016,5,24,0,24.5,31.2,17.4,38.5,0,0,28.9,2,164
2016-05-25,2016,5,25,0,23.8,30.9,19.2,64.8,25.07,0,22.1,5,163
2016-05-26,2016,5,26,0,23.7,28.9,18.4,69.4,0,0,11.8,2,190
2016-05-27,2016,5,27,0,23.5,27.8,20.1,73.6,3.46,0,15.1,5,127
2016-05-28,2016,5,28,1,24,27.9,20.8,68.8,1.2,0,23,5,45
2016-05-29,2016,5,29,1,23,26.5,18,61.1,0.37,0,29.4,5,22
2016-05-30,2016,5,30,1,24,29.1,18.4,54.3,0,0,28.6,2,27
2016-05-31,2016,5,31,0,22,27.8,18.3,64,20.48,0,13.1,5,132
2016-06-01,2016,6,1,0,21.5,26.6,18.1,73.6,8.61,0,14.7,5,157
2016-06-02,2016,6,2,0,21.7,26.3,16.2,54.2,0,0,31,2,226
2016-06-03,2016,6,3,0,22.5,28.2,16.3,52.1,0,0,29.9,2,94
2016-06-04,2016,6,4,1,21,22.9,19.5,70.1,5.83,0,9.7,5,32
2016-06-05,2016,6,5,1,21.5,26.5,17.3,63.4,2.48,0,29.2,5,44
2016-06-06,2016,6,6,0,22.2,27.8,16,54.6,1.07,0,30,5,151
2016-06-07,2016,6,7,0,16.4,19.4,14.1,62.7,0,0,27.2,2,135
2016-06-08,2016,6,8,0,16,19.9,12.3,61.8,0,0,31.6,2,135
2016-06-09,2016,6,9,0,18,22,13.3,69.2,2.42,0,14.5,5,155
2016-06-10,2016,6,10,0,26.3,33.6,18.1,60.5,1.37,0,22.3,5,130
2016-06-11,2016,6,11,1,29,33.4,23.2,51.6,0,0,20.6,2,52
2016-06-12,2016,6,12,1,20,27.5,16.7,42.8,0,0,22.8,2,36
2016-06-13,2016,6,13,0,22.1,29.7,14.7,47.8,0.11,0,27.5,5,123
2016-06-14,2016,6,14,0,24.9,30.4,20,60.5,0,0,20.1,2,162
2016-06-15,2016,6,15,0,27.1,32.6,20.5,66.8,5.56,0,19.3,5,144
2016-06-16,2016,6,16,0,21.8,27.8,18.6,68.2,0,0,29,2,113
2016-06-17,2016,6,17,0,22.8,29.1,16.7,52.9,0,0,31.3,2,141
2016-06-18,2016,6,18,1,24.5,30,17.4,44.6,0,0,30.7,2,49
2016-06-19,2016,6,19,1,27,32.3,20.3,47,0,0,30.5,2,24
2016-06-20,2016,6,20,0,28.8,33.3,24.6,55.1,0.04,0,25.3,5,160
2016-06-21,2016,6,21,0,24.3,28.6,18.4,41.9,0,0,31.8,1,99
2016-06-22,2016,6,22,0,22,24.2,19.6,72.7,44.13,0,18.7,5,121
2016-06-23,2016,6,23,0,21.6,25.2,19.4,79.4,0,0,26.5,2,139
2016-06-24,2016,6,24,0,23.1,27.5,18.7,58.3,0,0,29,2,137
2016-06-25,2016,6,25,1,26.9,32.3,20.5,58.3,0,0,29.9,1,40
2016-06-26,2016,6,26,1,27.6,31.8,24,60.8,3.51,0,18.3,5,32
2016-06-27,2016,6,27,0,26.5,32.4,22.4,53,0,0,30.7,2,144
2016-06-28,2016,6,28,0,19.5,22.3,17.2,58.9,0,0,28.3,2,103
2016-06-29,2016,6,29,0,20.3,25.4,13.9,52.4,0,0,31.3,2,135
2016-06-30,2016,6,30,0,22.1,25.5,16.9,48.8,0,0,26.5,2,100
2016-07-01,2016,7,1,0,19.8,21.6,18,61.7,0,0,31.3,2,81
2016-07-02,2016,7,2,1,19.7,24.2,14.9,50,0,0,18.7,2,17
2016-07-03,2016,7,3,1,20.9,24.5,15.9,56.9,0,0,18.4,2,19
2016-07-04,2016,7,4,1,22.3,26.2,19.2,69.6,0,0,21.6,3,25
2016-07-05,2016,7,5,0,25.6,30.3,20.4,65.6,0,0,28.9,2,91
2016-07-06,2016,7,6,0,25.7,31.4,20.4,71.2,21.8,0,18.7,5,116
2016-07-07,2016,7,7,0,24.9,28.3,22.5,76.1,6.73,0,21.4,5,96
2016-07-08,2016,7,8,0,25.7,30.5,21,65.8,0,0,29.4,2,95
2016-07-09,2016,7,9,1,22.7,25.2,19.1,59.9,0,0,30.5,2,30
2016-07-10,2016,7,10,1,23.6,27.8,17.3,57.1,0,0,30.4,2,37
2016-07-11,2016,7,11,0,27.5,32.3,22.6,61.3,0,0,21.3,2,135
2016-07-12,2016,7,12,0,27.7,31.7,24.2,64.9,0,0,18.2,2,114
2016-07-13,2016,7,13,0,25.3,29.2,21.9,74.7,6.07,0,11.7,5,105
2016-07-14,2016,7,14,0,25.5,30.7,20.4,62.7,0,0,29.3,2,99
2016-07-15,2016,7,15,0,20.9,23.6,18.4,66.9,1.08,0,28,5,130
2016-07-16,2016,7,16,1,20.8,24.8,16,61.7,0,0,29.4,2,34
2016-07-17,2016,7,17,1,23.8,28.9,19,67.1,7.25,0,19.2,5,23
2016-07-18,2016,7,18,0,25.8,29.9,21.4,66.9,9.46,0,20.7,5,131
2016-07-19,2016,7,19,0,26.3,30.7,20.8,60.5,0,0,28,2,123
2016-07-20,2016,7,20,0,27,31.2,22.4,65.3,0,0,23.4,2,99
2016-07-21,2016,7,21,0,27.7,32.1,24,75.9,13.27,0,12.4,5,95
2016-07-22,2016,7,22,0,27.4,31.9,22.9,71.6,7,0,20.8,5,67
2016-07-23,2016,7,23,1,28.4,32.8,22,74,30.02,0,15.5,5,30
2016-07-24,2016,7,24,1,26.6,33.7,22.5,77.7,12.67,0,11.3,5,28
2016-07-25,2016,7,25,0,26.7,30.3,23.4,60.4,0,0,27.8,2,119
2016-07-26,2016,7,26,0,26.7,30,22.3,57.1,0,0,28.7,2,145
2016-07-27,2016,7,27,0,27.1,31.4,21.5,57.4,0,0,28.3,2,137
2016-07-28,2016,7,28,0,24.8,28.1,22.8,76.2,5.91,0,15.1,5,110
2016-07-29,2016,7,29,0,23.5,27,21.1,82.2,6.64,0,22.4,5,85
2016-07-30,2016,7,30,1,23,25.2,21.8,75,0,0,21.6,3,23
2016-07-31,2016,7,31,1,23.3,26.8,19.4,72.8,0,0,27.8,2,19
2016-08-01,2016,8,1,0,24.5,28.2,20.8,70.2,0,0,28.6,2,89
2016-08-02,2016,8,2,0,26.1,29.7,21.9,65,0,0,20.2,2,121
2016-08-03,2016,8,3,0,27.5,31.4,23.1,60.2,0,0,26.1,2,67
2016-08-04,2016,8,4,0,28.4,32.7,23.2,57.8,0,0,27.8,2,96
2016-08-05,2016,8,5,0,25.8,29.9,23.5,68.4,0.4,0,22.5,5,76
2016-08-06,2016,8,6,1,24.3,27.8,20.1,58.6,0,0,27.2,2,29
2016-08-07,2016,8,7,1,23.9,29.1,18.5,59.5,0,0,25.8,2,20
2016-08-08,2016,8,8,0,25.7,28.9,23,57.5,0,0,26,2,76
2016-08-09,2016,8,9,0,26.6,31.4,21.6,53.5,0,0,14.8,2,105
2016-08-10,2016,8,10,0,27.8,31.8,23.2,58.9,0,0,23.9,2,93
2016-08-11,2016,8,11,0,29,34,24.3,64.4,0,0,24.1,2,94
2016-08-12,2016,8,12,0,26.2,28.9,23.7,82.4,37.34,0,11.3,5,78
2016-08-13,2016,8,13,1,26.1,28.8,23.7,76,6.33,0,23.3,5,20
2016-08-14,2016,8,14,1,25.4,29.6,20.4,64.4,0,0,17.3,2,31
2016-08-15,2016,8,15,0,23.4,25.7,21.6,80.1,3,0,9.6,5,101
2016-08-16,2016,8,16,0,25.4,29.3,22.2,71.6,1.85,0,23,5,118
2016-08-17,2016,8,17,0,25.9,30.6,21.5,66.1,0.3,0,22.1,5,205
2016-08-18,2016,8,18,0,25.7,29.7,22,75.1,32.87,0,22.1,5,86
2016-08-19,2016,8,19,0,24.6,29.1,21.2,70.8,0.77,0,11.4,5,76
2016-08-20,2016,8,20,1,23.3,26.7,20,78.1,21.03,0,10.9,5,23
2016-08-21,2016,8,21,1,19.8,24.1,15.7,62.6,0,0,25.8,2,10
2016-08-22,2016,8,22,0,20.8,25.8,14.8,57.5,0,0,26.3,1,68
2016-08-23,2016,8,23,0,23,27.5,17.5,61.6,0,0,22.7,2,87
2016-08-24,2016,8,24,0,25,29,22,75.3,6.45,0,16.3,5,90
2016-08-25,2016,8,25,0,24.8,29,22.1,74.9,1.96,0,15.7,5,119
2016-08-26,2016,8,26,0,22.9,26.2,19.8,68.2,0.1,0,16.6,5,83
2016-08-27,2016,8,27,1,24.5,29.2,20.8,79.1,22.77,0,8.2,5,51
2016-08-28,2016,8,28,1,25,28,23.2,77.7,0.43,0,9.4,5,28
2016-08-29,2016,8,29,0,25.4,30.9,22.2,76.8,2.79,0,15.2,5,94
2016-08-30,2016,8,30,0,25.3,28.8,23.2,78.2,4.41,0,6.9,5,65
2016-08-31,2016,8,31,0,22.7,24.7,20.4,65.9,0,0,19,2,67
2016-09-01,2016,9,1,0,20.4,22.7,18.1,67,0,0,23,2,65
2016-09-02,2016,9,2,0,20.7,23.2,17.3,62.3,0,0,24.4,2,74
2016-09-03,2016,9,3,1,20.7,24.2,15.6,63.2,0,0,24.2,2,17
2016-09-04,2016,9,4,1,22,27,16.9,62.2,0,0,19.5,2,26
2016-09-05,2016,9,5,1,25.6,31.3,19.7,64.9,0,0,20.5,2,26
2016-09-06,2016,9,6,0,28.9,33.2,24.4,68.3,0,0,20.8,2,69
2016-09-07,2016,9,7,0,28.5,33.3,25.7,69,2.54,0,17.9,5,92
2016-09-08,2016,9,8,0,24.7,27.6,22.1,81.4,5.16,0,8,5,73
2016-09-09,2016,9,9,0,23.2,26.8,20,74.9,0.23,0,10.1,5,90
2016-09-10,2016,9,10,1,20.5,22.9,17.9,71.6,0.87,0,14.5,5,35
2016-09-11,2016,9,11,1,19.1,24.1,12.9,59.3,0,0,22.5,1,18
2016-09-12,2016,9,12,0,21.1,26.7,15,55.9,0,0,22.4,1,90
2016-09-13,2016,9,13,0,23.3,29.3,18.5,62.7,0.04,0,14.8,5,87
2016-09-14,2016,9,14,0,20.9,23.1,18.8,66.4,0.92,0,19,5,81
2016-09-15,2016,9,15,0,21.2,25.3,16.9,65.8,0,0,16.6,2,69
2016-09-16,2016,9,16,0,23.6,28.1,18.8,64.8,0,0,10.2,2,67
2016-09-17,2016,9,17,1,23.2,28,19.9,66.6,1.49,0,19.1,5,16
2016-09-18,2016,9,18,1,21.5,27.3,16.4,61.1,0,0,20.2,2,21
2016-09-19,2016,9,19,0,24,31.3,16.7,50.5,0,0,21,2,50
2016-09-20,2016,9,20,0,24,27.9,21,55.2,0,0,19,2,76
2016-09-21,2016,9,21,0,21.9,24,19.7,75.3,7.84,0,10.9,5,65
2016-09-22,2016,9,22,0,23.9,28.4,19.6,68.2,0.91,0,13.2,5,66
2016-09-23,2016,9,23,0,22.1,24.3,21.1,80.4,0,0,9.2,3,45
2016-09-24,2016,9,24,1,21,23,19.5,77.1,0,0,15,2,16
2016-09-25,2016,9,25,1,23.3,29.4,18,67.8,1,0,17.9,5,13
2016-09-26,2016,9,26,0,18.2,21.3,15.2,45.9,0.37,0,19.5,5,100
2016-09-27,2016,9,27,0,16.5,21.2,11.9,40.5,0,0,20.3,2,63
2016-09-28,2016,9,28,0,13.3,15,10.9,76.3,11.02,0,8.8,5,67
2016-09-29,2016,9,29,0,17.3,18.5,15.5,79.5,9.62,0,12.3,5,52
2016-09-30,2016,9,30,0,17.2,18.6,16,84.5,5.31,0,9.9,5,74
2016-10-01,2016,10,1,1,16.2,17.6,14.9,88.2,30.1,0,14,5,42
2016-10-02,2016,10,2,1,16.3,18.6,14.6,84.6,0.37,0,15.3,5,23
2016-10-03,2016,10,3,0,17.3,19.2,15.7,77.9,0,0,14.5,3,65
2016-10-04,2016,10,4,0,19.4,23.7,16,69.7,0,0,13.8,2,77
2016-10-05,2016,10,5,0,21.7,27.5,17.8,62.6,0,0,15.6,2,84
2016-10-06,2016,10,6,0,19.5,23.2,16,85,14.38,0,4.9,5,68
2016-10-07,2016,10,7,0,17.5,21.5,10.5,66.7,0,0,13.9,2,74
2016-10-08,2016,10,8,1,12.1,18.5,6.1,58.5,0,0,17.6,1,17
2016-10-09,2016,10,9,1,13.6,17,9.7,66.6,0,0,17.1,2,14
2016-10-10,2016,10,10,1,15.3,21.7,9.6,61.2,0,0,15.8,2,26
2016-10-11,2016,10,11,0,18.7,23.5,14.5,56,0,0,14.1,2,89
2016-10-12,2016,10,12,0,15.8,19.6,8.7,76.7,9.45,0,10,5,73
2016-10-13,2016,10,13,0,9.4,13.7,4.5,62.7,0,0,16.9,2,76
2016-10-14,2016,10,14,0,12.3,19.1,5.2,63.2,0,0,16.7,2,74
2016-10-15,2016,10,15,1,17,21.5,12.4,79.4,0,0,12,2,41
2016-10-16,2016,10,16,1,20.4,22.1,18.4,82.9,12.15,0,9.6,5,17
2016-10-17,2016,10,17,0,23.8,28.5,20.3,69.9,0,0,14,2,85
2016-10-18,2016,10,18,0,21.7,24.5,15,63.1,0,0,13.5,2,67
2016-10-19,2016,10,19,0,16.3,21.3,11.4,59.7,0.35,0,13.3,5,68
2016-10-20,2016,10,20,0,12.3,15,9.1,73.3,0,0,7.2,3,76
2016-10-21,2016,10,21,0,8.8,11.8,5.9,55.4,0,0,13.1,2,76
2016-10-22,2016,10,22,1,9.4,15.5,3.9,58.1,0,0,14.1,2,18
2016-10-23,2016,10,23,1,14.6,22.7,7.3,62.3,0,0,12.6,1,25
2016-10-24,2016,10,24,0,10.9,13.5,7.9,65.1,0,0,14.6,2,94
2016-10-25,2016,10,25,0,8.9,11.8,4.9,67.2,0.33,0,6.1,5,75
2016-10-26,2016,10,26,0,9,10.6,7.7,82.7,27.65,0,3,5,72
2016-10-27,2016,10,27,0,8.9,10.2,7.5,76.3,0,0,12.1,3,79
2016-10-28,2016,10,28,0,12,17.9,5.4,77.4,0,0,12.2,2,51
2016-10-29,2016,10,29,1,18.8,22.2,14.5,74.7,0,0,7.7,2,20
2016-10-30,2016,10,30,1,11.9,14,8.4,75.7,8.47,0,12.4,5,22
2016-10-31,2016,10,31,0,10.6,15.9,5.7,73.2,0,0,9.7,2,56
2016-11-01,2016,11,1,0,20.1,24.2,16,67.3,0,0,7.5,2,81
2016-11-02,2016,11,2,0,16.5,18.5,13.4,83.7,7.65,0,4.5,5,52
2016-11-03,2016,11,3,0,13.7,18.7,10.8,77.5,0.15,0,12.1,5,66
2016-11-04,2016,11,4,0,12,16.7,7.6,67,0,0,13,1,39
2016-11-05,2016,11,5,1,13.5,19.9,8.3,67.3,0,0,12.2,2,22
2016-11-06,2016,11,6,1,14,20.7,8.2,66.7,0,0,12.2,1,14
2016-11-07,2016,11,7,0,13.3,18.7,8,61.6,0,0,12.2,2,87
2016-11-08,2016,11,8,0,13.3,17,11.1,65.4,0.71,0,9,5,57
2016-11-09,2016,11,9,0,9.7,14.2,5.8,57,0,0,10.3,2,47
2016-11-10,2016,11,10,0,11.5,17.7,6.2,51.4,0,0,12.1,1,39
2016-11-11,2016,11,11,1,9.1,11.1,6.9,59.5,0,0,10.8,2,27
2016-11-12,2016,11,12,1,6.5,11,1.9,60.9,0,0,11.9,2,10
2016-11-13,2016,11,13,1,8.1,13.7,2.5,54.2,0,0,12,2,14
2016-11-14,2016,11,14,0,9.7,15.4,5.1,63.8,0,0,9.3,2,51
2016-11-15,2016,11,15,0,8.3,12.1,4.9,82.9,0,0,8.8,2,58
2016-11-16,2016,11,16,0,9.5,15,5.1,78.9,0,0,10.4,2,56
2016-11-17,2016,11,17,0,16,22.8,8.9,60.7,0,0,8.3,2,65
2016-11-18,2016,11,18,0,14.1,18.4,4.8,61.3,3.65,0,5.5,5,69
2016-11-19,2016,11,19,1,2.2,4.2,-1.3,55.4,0.07,0,7.8,5,14
2016-11-20,2016,11,20,1,-1.4,1.8,-4.2,54.6,0,0,10.4,2,8
2016-11-21,2016,11,21,0,0.2,5.1,-4.5,59.8,0,0,10.6,2,58
2016-11-22,2016,11,22,0,2,4.3,-1.6,67.5,0.37,0,3.2,5,52
2016-11-23,2016,11,23,0,5.4,7,3.2,86.9,5.08,0,1.3,5,31
2016-11-24,2016,11,24,1,4,6.8,2.5,79.2,0,0,7.1,3,3
2016-11-25,2016,11,25,0,3.7,5.4,1.8,76.8,0,0,6.6,3,48
2016-11-26,2016,11,26,1,4.6,8.4,0.8,75,0,0,7.1,2,13
2016-11-27,2016,11,27,1,4.1,6.9,1.5,83.3,0.32,0,5.2,5,12
2016-11-28,2016,11,28,0,8.5,11,5.8,85.8,25.58,0,1.5,5,42
2016-11-29,2016,11,29,0,10.4,13.8,7.2,72.8,0,0,7.2,2,95
2016-11-30,2016,11,30,0,3.8,8,1.8,72.9,0,0,6.1,2,80
